"ndex","name","regional","type","type2","generation","isLegendary","isMythical","isUltraBeast","family","size","form","lbs","kg","lightest","heaveiest","MegaOrPrimal","ft","m","inch","smallest","bigest"
580,"Ducklett",NA,"Water","Flying",5,FALSE,FALSE,FALSE,NA,NA,NA,12.1,5.5,194,988,NA,"1'08""",0.5,20,259,943
581,"Swanna",NA,"Water","Flying",5,FALSE,FALSE,FALSE,NA,NA,NA,53.4,24.2,520,662,NA,"4'03""",1.3,51,757,445
582,"Vanillite",NA,"Ice",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,12.6,5.7,196,986,NA,"1'04""",0.4,16,175,1027
583,"Vanillish",NA,"Ice",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,90.4,41,704,478,NA,"3'07""",1.1,43,644,558
584,"Vanilluxe",NA,"Ice",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,126.8,57.5,800,382,NA,"4'03""",1.3,51,758,444
585,"Deerling",NA,"Normal","Grass",5,FALSE,FALSE,FALSE,NA,NA,NA,43,19.5,458,724,NA,"2'00""",0.6,24,342,860
586,"Sawsbuck",NA,"Normal","Grass",5,FALSE,FALSE,FALSE,NA,NA,NA,203.9,92.5,939,243,NA,"6'03""",1.9,75,1016,186
587,"Emolga",NA,"Electric","Flying",5,FALSE,FALSE,FALSE,NA,NA,NA,11,5,177,1005,NA,"1'04""",0.4,16,176,1026
588,"Karrablast",NA,"Bug",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,13,5.9,202,980,NA,"1'08""",0.5,20,260,942
589,"Escavalier",NA,"Bug","Steel",5,FALSE,FALSE,FALSE,NA,NA,NA,72.8,33,621,561,NA,"3'03""",1,39,586,616
590,"Foongus",NA,"Grass","Poison",5,FALSE,FALSE,FALSE,NA,NA,NA,2.2,1,44,1138,NA,"0'08""",0.2,8,17,1185
591,"Amoonguss",NA,"Grass","Poison",5,FALSE,FALSE,FALSE,NA,NA,NA,23.1,10.5,320,862,NA,"2'00""",0.6,24,343,859
592,"Frillish",NA,"Water","Ghost",5,FALSE,FALSE,FALSE,NA,NA,NA,72.8,33,622,560,NA,"3'11""",1.2,47,700,502
593,"Jellicent",NA,"Water","Ghost",5,FALSE,FALSE,FALSE,NA,NA,NA,297.6,135,1022,160,NA,"7'03""",2.2,87,1081,121
594,"Alomomola",NA,"Water",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,69.7,31.6,605,577,NA,"3'11""",1.2,47,701,501
595,"Joltik",NA,"Bug","Electric",5,FALSE,FALSE,FALSE,NA,NA,NA,1.3,0.6,30,1152,NA,"0'04""",0.1,4,1,1201
596,"Galvantula",NA,"Bug","Electric",5,FALSE,FALSE,FALSE,NA,NA,NA,31.5,14.3,386,796,NA,"2'07""",0.8,31,473,729
597,"Ferroseed",NA,"Grass","Steel",5,FALSE,FALSE,FALSE,NA,NA,NA,41.4,18.8,447,735,NA,"2'00""",0.6,24,344,858
598,"Ferrothorn",NA,"Grass","Steel",5,FALSE,FALSE,FALSE,NA,NA,NA,242.5,110,982,200,NA,"3'03""",1,39,587,615
599,"Klink",NA,"Steel",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,46.3,21,486,696,NA,"1'00""",0.3,12,78,1124
600,"Klang",NA,"Steel",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,112.4,51,762,420,NA,"2'00""",0.6,24,345,857
601,"Klinklang",NA,"Steel",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,178.6,81,902,280,NA,"2'00""",0.6,24,346,856
602,"Tynamo",NA,"Electric",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,0.7,0.3,13,1169,NA,"0'08""",0.2,8,18,1184
603,"Eelektrik",NA,"Electric",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,48.5,22,499,683,NA,"3'11""",1.2,47,702,500
604,"Eelektross",NA,"Electric",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,177.5,80.5,899,283,NA,"6'11""",2.1,83,1064,138
605,"Elgyem",NA,"Psychic",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,19.8,9,289,893,NA,"1'08""",0.5,20,261,941
606,"Beheeyem",NA,"Psychic",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,76.1,34.5,640,542,NA,"3'03""",1,39,588,614
607,"Litwick",NA,"Ghost","Fire",5,FALSE,FALSE,FALSE,NA,NA,NA,6.8,3.1,116,1066,NA,"1'00""",0.3,12,79,1123
608,"Lampent",NA,"Ghost","Fire",5,FALSE,FALSE,FALSE,NA,NA,NA,28.7,13,371,811,NA,"2'00""",0.6,24,347,855
609,"Chandelure",NA,"Ghost","Fire",5,FALSE,FALSE,FALSE,NA,NA,NA,75.6,34.3,638,544,NA,"3'03""",1,39,589,613
610,"Axew",NA,"Dragon",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,39.7,18,441,741,NA,"2'00""",0.6,24,348,854
611,"Fraxure",NA,"Dragon",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,79.4,36,654,528,NA,"3'03""",1,39,590,612
612,"Haxorus",NA,"Dragon",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,232.6,105.5,974,208,NA,"5'11""",1.8,71,981,221
613,"Cubchoo",NA,"Ice",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,18.7,8.5,278,904,NA,"1'08""",0.5,20,262,940
614,"Beartic",NA,"Ice",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,573.2,260,1105,77,NA,"8'06""",2.6,102,1118,84
615,"Cryogonal",NA,"Ice",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,326.3,148,1031,151,NA,"3'07""",1.1,43,645,557
616,"Shelmet",NA,"Bug",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,17,7.7,253,929,NA,"1'04""",0.4,16,177,1025
617,"Accelgor",NA,"Bug",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,55.8,25.3,535,647,NA,"2'07""",0.8,31,474,728
618,"Stunfisk",NA,"Ground","Electric",5,FALSE,FALSE,FALSE,NA,NA,NA,24.3,11,332,850,NA,"2'04""",0.7,28,417,785
618,"Stunfisk","Galarian Form","Ground","Steel",5,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,"Mienfoo",NA,"Fighting",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,44.1,20,470,712,NA,"2'11""",0.9,35,522,680
620,"Mienshao",NA,"Fighting",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,78.3,35.5,650,532,NA,"4'07""",1.4,55,806,396
621,"Druddigon",NA,"Dragon",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,306.4,139,1027,155,NA,"5'03""",1.6,63,905,297
622,"Golett",NA,"Ground","Ghost",5,FALSE,FALSE,FALSE,NA,NA,NA,202.8,92,936,246,NA,"3'03""",1,39,591,611
623,"Golurk",NA,"Ground","Ghost",5,FALSE,FALSE,FALSE,NA,NA,NA,727.5,330,1128,54,NA,"9'02""",2.8,110,1125,77
624,"Pawniard",NA,"Dark","Steel",5,FALSE,FALSE,FALSE,NA,NA,NA,22.5,10.2,314,868,NA,"1'08""",0.5,20,263,939
625,"Bisharp",NA,"Dark","Steel",5,FALSE,FALSE,FALSE,NA,NA,NA,154.3,70,862,320,NA,"5'03""",1.6,63,906,296
626,"Bouffalant",NA,"Normal",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,208.6,94.6,942,240,NA,"5'03""",1.6,63,907,295
627,"Rufflet",NA,"Normal","Flying",5,FALSE,FALSE,FALSE,NA,NA,NA,23.1,10.5,321,861,NA,"1'08""",0.5,20,264,938
628,"Braviary",NA,"Normal","Flying",5,FALSE,FALSE,FALSE,NA,NA,NA,90.4,41,705,477,NA,"4'11""",1.5,59,855,347
628,"Braviary","Hisuian Form","Psychic","Flying",5,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,"Vullaby",NA,"Dark","Flying",5,FALSE,FALSE,FALSE,NA,NA,NA,19.8,9,290,892,NA,"1'08""",0.5,20,265,937
630,"Mandibuzz",NA,"Dark","Flying",5,FALSE,FALSE,FALSE,NA,NA,NA,87.1,39.5,679,503,NA,"3'11""",1.2,47,703,499
631,"Heatmor",NA,"Fire",NA,5,FALSE,FALSE,FALSE,NA,NA,NA,127.9,58,802,380,NA,"4'07""",1.4,55,807,395
632,"Durant",NA,"Bug","Steel",5,FALSE,FALSE,FALSE,NA,NA,NA,72.8,33,623,559,NA,"1'00""",0.3,12,80,1122
633,"Deino",NA,"Dark","Dragon",5,FALSE,FALSE,FALSE,NA,NA,NA,38.1,17.3,430,752,NA,"2'07""",0.8,31,475,727
634,"Zweilous",NA,"Dark","Dragon",5,FALSE,FALSE,FALSE,NA,NA,NA,110.2,50,753,429,NA,"4'07""",1.4,55,808,394
635,"Hydreigon",NA,"Dark","Dragon",5,FALSE,FALSE,FALSE,NA,NA,NA,352.7,160,1045,137,NA,"5'11""",1.8,71,982,220
636,"Larvesta",NA,"Bug","Fire",5,FALSE,FALSE,FALSE,NA,NA,NA,63.5,28.8,567,615,NA,"3'07""",1.1,43,646,556
637,"Volcarona",NA,"Bug","Fire",5,FALSE,FALSE,FALSE,NA,NA,NA,101.4,46,734,448,NA,"5'03""",1.6,63,909,293
638,"Cobalion",NA,"Steel","Fighting",5,TRUE,FALSE,FALSE,"Swords of Justice","quartets",NA,551.2,250,1099,83,NA,"6'11""",2.1,83,1065,137
639,"Terrakion",NA,"Rock","Fighting",5,TRUE,FALSE,FALSE,"Swords of Justice","quartets",NA,573.2,260,1106,76,NA,"6'03""",1.9,75,1017,185
640,"Virizion",NA,"Grass","Fighting",5,TRUE,FALSE,FALSE,"Swords of Justice","quartets",NA,440.9,200,1066,116,NA,"6'07""",2,79,1046,156
641,"Tornadus",NA,"Flying",NA,5,TRUE,FALSE,FALSE,"Forces of Nature","quartets","Therian Forme",138.9,63,845,337,NA,"4'07""",1.4,55,809,393
641,"Tornadus",NA,"Flying",NA,5,TRUE,FALSE,FALSE,"Forces of Nature","quartets","Incarnate Forme",138.9,63,845,337,NA,"4'11""",1.5,59,856,346
642,"Thundurus",NA,"Electric","Flying",5,TRUE,FALSE,FALSE,"Forces of Nature","quartets","Incarnate Forme",134.5,61,833,349,NA,"4'11""",1.5,59,857,345
642,"Thundurus",NA,"Electric","Flying",5,TRUE,FALSE,FALSE,"Forces of Nature","quartets","Therian Forme",134.5,61,833,349,NA,"9'10""",3,118,1133,69
643,"Reshiram",NA,"Dragon","Fire",5,TRUE,FALSE,FALSE,"Tao trio","trios",NA,727.5,330,1129,53,NA,"10'06""",3.2,126,1144,58
644,"Zekrom",NA,"Dragon","Electric",5,TRUE,FALSE,FALSE,"Tao trio","trios",NA,760.6,345,1135,47,NA,"9'06""",2.9,114,1129,73
645,"Landorus",NA,"Ground","Flying",5,TRUE,FALSE,FALSE,"Forces of Nature","quartets","Therian Forme",149.9,68,857,325,NA,"4'03""",1.3,51,759,443
645,"Landorus",NA,"Ground","Flying",5,TRUE,FALSE,FALSE,"Forces of Nature","quartets","Incarnate Forme",149.9,68,857,325,NA,"4'11""",1.5,59,858,344
646,"Kyurem",NA,"Dragon","Ice",5,TRUE,FALSE,FALSE,"Tao trio","trios",NA,716.5,325,1126,56,NA,"9'10""",3,118,1134,68
647,"Keldeo",NA,"Water","Fighting",5,FALSE,TRUE,FALSE,"Swords of Justice","quartets",NA,106.9,48.5,747,435,NA,"4'07""",1.4,55,810,392
648,"Meloetta",NA,"Normal","Psychic",5,FALSE,TRUE,FALSE,NA,NA,"Aria Forme",14.3,6.5,224,958,NA,"2'00""",0.6,24,349,853
648,"Meloetta",NA,"Normal","Psychic",5,FALSE,TRUE,FALSE,NA,NA,"Pirouette Forme",14.3,6.5,225,957,NA,"2'00""",0.6,24,350,852
648,"Meloetta",NA,"Normal","Fighting",5,FALSE,TRUE,FALSE,NA,NA,"Aria Forme",14.3,6.5,224,958,NA,"2'00""",0.6,24,349,853
648,"Meloetta",NA,"Normal","Fighting",5,FALSE,TRUE,FALSE,NA,NA,"Pirouette Forme",14.3,6.5,225,957,NA,"2'00""",0.6,24,350,852
649,"Genesect",NA,"Bug","Steel",5,FALSE,TRUE,FALSE,NA,NA,NA,181.9,82.5,910,272,NA,"4'11""",1.5,59,859,343
650,"Chespin",NA,"Grass",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,19.8,9,291,891,NA,"1'04""",0.4,16,178,1024
651,"Quilladin",NA,"Grass",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,63.9,29,571,611,NA,"2'04""",0.7,28,419,783
652,"Chesnaught",NA,"Grass","Fighting",6,FALSE,FALSE,FALSE,NA,NA,NA,198.4,90,930,252,NA,"5'03""",1.6,63,910,292
653,"Fennekin",NA,"Fire",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,20.7,9.4,296,886,NA,"1'04""",0.4,16,179,1023
654,"Braixen",NA,"Fire",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,32,14.5,389,793,NA,"3'03""",1,39,592,610
655,"Delphox",NA,"Fire","Psychic",6,FALSE,FALSE,FALSE,NA,NA,NA,86,39,671,511,NA,"4'11""",1.5,59,860,342
656,"Froakie",NA,"Water",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,15.4,7,237,945,NA,"1'00""",0.3,12,81,1121
657,"Frogadier",NA,"Water",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,24,10.9,326,856,NA,"2'00""",0.6,24,351,851
658,"Greninja",NA,"Water","Dark",6,FALSE,FALSE,FALSE,NA,NA,NA,88.2,40,689,493,NA,"4'11""",1.5,59,861,341
659,"Bunnelby",NA,"Normal",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,11,5,178,1004,NA,"1'04""",0.4,16,180,1022
660,"Diggersby",NA,"Normal","Ground",6,FALSE,FALSE,FALSE,NA,NA,NA,93.5,42.4,713,469,NA,"3'03""",1,39,593,609
661,"Fletchling",NA,"Normal","Flying",6,FALSE,FALSE,FALSE,NA,NA,NA,3.7,1.7,68,1114,NA,"1'00""",0.3,12,82,1120
662,"Fletchinder",NA,"Fire","Flying",6,FALSE,FALSE,FALSE,NA,NA,NA,35.3,16,415,767,NA,"2'04""",0.7,28,420,782
663,"Talonflame",NA,"Fire","Flying",6,FALSE,FALSE,FALSE,NA,NA,NA,54,24.5,524,658,NA,"3'11""",1.2,47,704,498
664,"Scatterbug",NA,"Bug",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,5.5,2.5,101,1081,NA,"1'00""",0.3,12,83,1119
665,"Spewpa",NA,"Bug",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,18.5,8.4,271,911,NA,"1'00""",0.3,12,84,1118
666,"Vivillon",NA,"Bug","Flying",6,FALSE,FALSE,FALSE,NA,NA,NA,37.5,17,428,754,NA,"3'11""",1.2,47,705,497
667,"Litleo",NA,"Fire","Normal",6,FALSE,FALSE,FALSE,NA,NA,NA,29.8,13.5,377,805,NA,"2'00""",0.6,24,352,850
668,"Pyroar",NA,"Fire","Normal",6,FALSE,FALSE,FALSE,NA,NA,NA,179.7,81.5,905,277,NA,"4'11""",1.5,59,863,339
669,"Flabébé",NA,"Fairy",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,0.2,0.1,3,1179,NA,"0'04""",0.1,4,2,1200
670,"Floette",NA,"Fairy",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,2,0.9,36,1146,NA,"0'08""",0.2,8,19,1183
671,"Florges",NA,"Fairy",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,22,10,311,871,NA,"3'07""",1.1,43,647,555
672,"Skiddo",NA,"Grass",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,68.3,31,598,584,NA,"2'11""",0.9,35,523,679
673,"Gogoat",NA,"Grass",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,200.6,91,935,247,NA,"5'07""",1.7,67,957,245
674,"Pancham",NA,"Fighting",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,17.6,8,260,922,NA,"2'00""",0.6,24,353,849
675,"Pangoro",NA,"Fighting","Dark",6,FALSE,FALSE,FALSE,NA,NA,NA,299.8,136,1025,157,NA,"6'11""",2.1,83,1066,136
676,"Furfrou",NA,"Normal",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,61.7,28,559,623,NA,"3'11""",1.2,47,706,496
677,"Espurr",NA,"Psychic",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,7.7,3.5,130,1052,NA,"1'00""",0.3,12,85,1117
678,"Meowstic",NA,"Psychic",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,18.7,8.5,279,903,NA,"2'00""",0.6,24,354,848
679,"Honedge",NA,"Steel","Ghost",6,FALSE,FALSE,FALSE,NA,NA,NA,4.4,2,83,1099,NA,"2'07""",0.8,31,476,726
680,"Doublade",NA,"Steel","Ghost",6,FALSE,FALSE,FALSE,NA,NA,NA,9.9,4.5,167,1015,NA,"2'07""",0.8,31,477,725
681,"Aegislash",NA,"Steel","Ghost",6,FALSE,FALSE,FALSE,NA,NA,NA,116.8,53,773,409,NA,"5'07""",1.7,67,958,244
682,"Spritzee",NA,"Fairy",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,1.1,0.5,23,1159,NA,"0'08""",0.2,8,20,1182
683,"Aromatisse",NA,"Fairy",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,34.2,15.5,410,772,NA,"2'07""",0.8,31,478,724
684,"Swirlix",NA,"Fairy",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,7.7,3.5,131,1051,NA,"1'04""",0.4,16,181,1021
685,"Slurpuff",NA,"Fairy",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,11,5,179,1003,NA,"2'07""",0.8,31,479,723
686,"Inkay",NA,"Dark","Psychic",6,FALSE,FALSE,FALSE,NA,NA,NA,7.7,3.5,132,1050,NA,"1'04""",0.4,16,182,1020
687,"Malamar",NA,"Dark","Psychic",6,FALSE,FALSE,FALSE,NA,NA,NA,103.6,47,739,443,NA,"4'11""",1.5,59,864,338
688,"Binacle",NA,"Rock","Water",6,FALSE,FALSE,FALSE,NA,NA,NA,68.3,31,599,583,NA,"1'08""",0.5,20,266,936
689,"Barbaracle",NA,"Rock","Water",6,FALSE,FALSE,FALSE,NA,NA,NA,211.6,96,948,234,NA,"4'03""",1.3,51,760,442
690,"Skrelp",NA,"Poison","Water",6,FALSE,FALSE,FALSE,NA,NA,NA,16.1,7.3,242,940,NA,"1'08""",0.5,20,267,935
691,"Dragalge",NA,"Poison","Dragon",6,FALSE,FALSE,FALSE,NA,NA,NA,179.7,81.5,906,276,NA,"5'11""",1.8,71,983,219
692,"Clauncher",NA,"Water",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,18.3,8.3,270,912,NA,"1'08""",0.5,20,268,934
693,"Clawitzer",NA,"Water",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,77.8,35.3,649,533,NA,"4'03""",1.3,51,761,441
694,"Helioptile",NA,"Electric","Normal",6,FALSE,FALSE,FALSE,NA,NA,NA,13.2,6,207,975,NA,"1'08""",0.5,20,269,933
695,"Heliolisk",NA,"Electric","Normal",6,FALSE,FALSE,FALSE,NA,NA,NA,46.3,21,487,695,NA,"3'03""",1,39,594,608
696,"Tyrunt",NA,"Rock","Dragon",6,FALSE,FALSE,FALSE,NA,NA,NA,57.3,26,540,642,NA,"2'07""",0.8,31,480,722
697,"Tyrantrum",NA,"Rock","Dragon",6,FALSE,FALSE,FALSE,NA,NA,NA,595.2,270,1108,74,NA,"8'02""",2.5,98,1110,92
698,"Amaura",NA,"Rock","Ice",6,FALSE,FALSE,FALSE,NA,NA,NA,55.6,25.2,534,648,NA,"4'03""",1.3,51,762,440
699,"Aurorus",NA,"Rock","Ice",6,FALSE,FALSE,FALSE,NA,NA,NA,496,225,1090,92,NA,"8'10""",2.7,106,1122,80
700,"Sylveon",NA,"Fairy",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,51.8,23.5,513,669,NA,"3'03""",1,39,595,607
701,"Hawlucha",NA,"Fighting","Flying",6,FALSE,FALSE,FALSE,NA,NA,NA,47.4,21.5,494,688,NA,"2'07""",0.8,31,481,721
702,"Dedenne",NA,"Electric","Fairy",6,FALSE,FALSE,FALSE,NA,NA,NA,4.9,2.2,91,1091,NA,"0'08""",0.2,8,21,1181
703,"Carbink",NA,"Rock","Fairy",6,FALSE,FALSE,FALSE,NA,NA,NA,12.6,5.7,197,985,NA,"1'00""",0.3,12,86,1116
704,"Goomy",NA,"Dragon",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,6.2,2.8,106,1076,NA,"1'00""",0.3,12,87,1115
705,"Sliggoo",NA,"Dragon",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,38.6,17.5,433,749,NA,"2'07""",0.8,31,482,720
705,"Sliggoo","Hisuian Form","Steel","Dragon",6,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,"Goodra",NA,"Dragon",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,331.8,150.5,1036,146,NA,"6'07""",2,79,1047,155
706,"Goodra","Hisuian Form","Steel","Dragon",6,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,"Klefki",NA,"Steel","Fairy",6,FALSE,FALSE,FALSE,NA,NA,NA,6.6,3,112,1070,NA,"0'08""",0.2,8,22,1180
708,"Phantump",NA,"Ghost","Grass",6,FALSE,FALSE,FALSE,NA,NA,NA,15.4,7,238,944,NA,"1'04""",0.4,16,183,1019
709,"Trevenant",NA,"Ghost","Grass",6,FALSE,FALSE,FALSE,NA,NA,NA,156.5,71,868,314,NA,"4'11""",1.5,59,865,337
710,"Pumpkaboo",NA,"Ghost","Grass",6,FALSE,FALSE,FALSE,NA,NA,"Small Size",7.7,3.5,133,1049,NA,"1'00""",0.3,12,88,1114
710,"Pumpkaboo",NA,"Ghost","Grass",6,FALSE,FALSE,FALSE,NA,NA,"Average Size",11,5,180,1002,NA,"1'04""",0.4,16,184,1018
710,"Pumpkaboo",NA,"Ghost","Grass",6,FALSE,FALSE,FALSE,NA,NA,"Large Size",16.5,7.5,249,933,NA,"1'08""",0.5,20,270,932
710,"Pumpkaboo",NA,"Ghost","Grass",6,FALSE,FALSE,FALSE,NA,NA,"Super Size",33.1,15,402,780,NA,"2'07""",0.8,31,483,719
711,"Gourgeist",NA,"Ghost","Grass",6,FALSE,FALSE,FALSE,NA,NA,"Small Size",20.9,9.5,302,880,NA,"2'04""",0.7,28,422,780
711,"Gourgeist",NA,"Ghost","Grass",6,FALSE,FALSE,FALSE,NA,NA,"Average Size",27.6,12.5,365,817,NA,"2'11""",0.9,35,524,678
711,"Gourgeist",NA,"Ghost","Grass",6,FALSE,FALSE,FALSE,NA,NA,"Large Size",30.9,14,383,799,NA,"3'07""",1.1,43,648,554
711,"Gourgeist",NA,"Ghost","Grass",6,FALSE,FALSE,FALSE,NA,NA,"Super Size",86,39,672,510,NA,"5'07""",1.7,67,960,242
712,"Bergmite",NA,"Ice",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,219.4,99.5,954,228,NA,"3'03""",1,39,596,606
713,"Avalugg",NA,"Ice",NA,6,FALSE,FALSE,FALSE,NA,NA,NA,1113.3,505,1155,27,NA,"6'07""",2,79,1048,154
713,"Avalugg","Hisuian Form","Ice","Rock",6,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,"Noibat",NA,"Flying","Dragon",6,FALSE,FALSE,FALSE,NA,NA,NA,17.6,8,261,921,NA,"1'08""",0.5,20,271,931
715,"Noivern",NA,"Flying","Dragon",6,FALSE,FALSE,FALSE,NA,NA,NA,187.4,85,916,266,NA,"4'11""",1.5,59,866,336
716,"Xerneas",NA,"Fairy",NA,6,TRUE,FALSE,FALSE,"Aura trio","trios",NA,474,215,1081,101,NA,"9'10""",3,118,1135,67
717,"Yveltal",NA,"Dark","Flying",6,TRUE,FALSE,FALSE,"Aura trio","trios",NA,447.5,203,1071,111,NA,"19'00""",5.8,228,1180,22
718,"Zygarde",NA,"Dragon","Ground",6,TRUE,FALSE,FALSE,"Aura trio","trios","10% Forme",73.9,33.5,632,550,NA,"3'11""",1.2,47,707,495
718,"Zygarde",NA,"Dragon","Ground",6,TRUE,FALSE,FALSE,"Aura trio","trios","50% Forme",672.4,305,1118,64,NA,"16'05""",5,197,1174,28
718,"Zygarde",NA,"Dragon","Ground",6,TRUE,FALSE,FALSE,"Aura trio","trios","Complete Forme",1344.8,610,1159,23,NA,"14'09""",4.5,177,1170,32
719,"Diancie",NA,"Rock","Fairy",6,FALSE,TRUE,FALSE,NA,NA,NA,19.4,8.8,284,898,NA,"2'04""",0.7,28,423,779
719,"Diancie",NA,"Rock","Fairy",6,FALSE,TRUE,FALSE,NA,NA,NA,61.3,27.8,551,631,"Mega","3'07""",1.1,43,649,553
720,"Hoopa",NA,"Psychic","Ghost",6,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,"Hoopa",NA,"Psychic","Dark",6,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,"Volcanion",NA,"Fire","Water",6,FALSE,TRUE,FALSE,NA,NA,NA,429.9,195,1062,120,NA,"5'07""",1.7,67,961,241
722,"Rowlet",NA,"Grass","Flying",7,FALSE,FALSE,FALSE,NA,NA,NA,3.3,1.5,63,1119,NA,"1'00""",0.3,12,89,1113
723,"Dartrix",NA,"Grass","Flying",7,FALSE,FALSE,FALSE,NA,NA,NA,35.3,16,416,766,NA,"2'04""",0.7,28,424,778
724,"Decidueye",NA,"Grass","Ghost",7,FALSE,FALSE,FALSE,NA,NA,NA,80.7,36.6,657,525,NA,"5'03""",1.6,63,911,291
724,"Decidueye","Hisuian Form","Grass","Fighting",7,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,"Litten",NA,"Fire",NA,7,FALSE,FALSE,FALSE,NA,NA,NA,9.5,4.3,161,1021,NA,"1'04""",0.4,16,185,1017
726,"Torracat",NA,"Fire",NA,7,FALSE,FALSE,FALSE,NA,NA,NA,55.1,25,529,653,NA,"2'04""",0.7,28,425,777
727,"Incineroar",NA,"Fire","Dark",7,FALSE,FALSE,FALSE,NA,NA,NA,183,83,912,270,NA,"5'11""",1.8,71,984,218
728,"Popplio",NA,"Water",NA,7,FALSE,FALSE,FALSE,NA,NA,NA,16.5,7.5,250,932,NA,"1'04""",0.4,16,186,1016
729,"Brionne",NA,"Water",NA,7,FALSE,FALSE,FALSE,NA,NA,NA,38.6,17.5,434,748,NA,"2'00""",0.6,24,355,847
730,"Primarina",NA,"Water","Fairy",7,FALSE,FALSE,FALSE,NA,NA,NA,97,44,722,460,NA,"5'11""",1.8,71,985,217
731,"Pikipek",NA,"Normal","Flying",7,FALSE,FALSE,FALSE,NA,NA,NA,2.6,1.2,57,1125,NA,"1'00""",0.3,12,90,1112
732,"Trumbeak",NA,"Normal","Flying",7,FALSE,FALSE,FALSE,NA,NA,NA,32.6,14.8,392,790,NA,"2'00""",0.6,24,356,846
733,"Toucannon",NA,"Normal","Flying",7,FALSE,FALSE,FALSE,NA,NA,NA,57.3,26,541,641,NA,"3'07""",1.1,43,650,552
734,"Yungoos",NA,"Normal",NA,7,FALSE,FALSE,FALSE,NA,NA,NA,13.2,6,208,974,NA,"1'04""",0.4,16,187,1015
