"ndex","name","form","regional","type","type2","generation","isLegendary","isMythical","isUltraBeast","family","size","Japanese_Kana","Japanese_Hepburn","Japanese_Trademarked","German","French","Spanish","Italian","Korean_Hangul","Korean_Revised","Korean_McCune-Reischauer","Korean_Official","Chinese_Traditional","Chinese_Simplified","Chinese_Pinyin","Chinese_Yale","Chinese_Former_names","Brazilian_Portuguese","Turkish","Russian_Cyrillic","Russian_Romanization","Thai","Thai_RTGS","Hindi_Devanagari","Hindi_Transliteration","Hindi_Romanization"
53,"Persian",NA,"Alolan Form","Dark",NA,1,FALSE,FALSE,FALSE,NA,NA,"ペルシアン","Perushian","Persian","Snobilikat","Persian",NA,NA,"페르시온","Pereusion","P'erŭsion","Persion","貓老大","猫老大","Māolǎodà","Māaulóuhdaaih","高竇貓 Gōudauhmāau (HK)",NA,NA,"Персиан","Persian","เปอร์เซียน","Poesian","पर्शियन","Parśiyan","Persian"
53,"Persian",NA,NA,"Normal",NA,1,FALSE,FALSE,FALSE,NA,NA,"ペルシアン","Perushian","Persian","Snobilikat","Persian",NA,NA,"페르시온","Pereusion","P'erŭsion","Persion","貓老大","猫老大","Māolǎodà","Māaulóuhdaaih","高竇貓 Gōudauhmāau (HK)",NA,NA,"Персиан","Persian","เปอร์เซียน","Poesian","पर्शियन","Parśiyan","Persian"
54,"Psyduck",NA,NA,"Water",NA,1,FALSE,FALSE,FALSE,NA,NA,"コダック","Kodakku","Koduck[h]","Enton","Psykokwak",NA,NA,"고라파덕","Gorapadeok","Korap'adŏk","Gorapaduck","可達鴨","可达鸭","Kědáyā","Hódaaht'aap","傻鴨 Sòh'aap (HK)",NA,NA,"Псайдак","Psaydak","โคดัก","Khodak","साइडक","Sāiḍak","Psyduck"
55,"Golduck",NA,NA,"Water",NA,1,FALSE,FALSE,FALSE,NA,NA,"ゴルダック","Gorudakku","Golduck[i]","Entoron","Akwakwak",NA,NA,"골덕","Goldeok","Koldŏk","Golduck","哥達鴨","哥达鸭","Gēdáyā","Gōdaaht'aap","高超鴨 Gōuchīu'aap (HK)",NA,NA,"Голдак","Goldak","โกลดัก","Kondak","गोल्डक","Golḍak","Golduck"
56,"Mankey",NA,NA,"Fighting",NA,1,FALSE,FALSE,FALSE,NA,NA,"マンキー","Mankī","Mankey","Menki","Férosinge",NA,NA,"망키","Mangki","Mangk'i","Mankey","猴怪","猴怪","Hóuguài","Hàuhgwaai","-",NA,NA,"Манки","Manki","แมนคี","Maenkhi","मैंकी","Maiṅkī","Mankey"
57,"Primeape",NA,NA,"Fighting",NA,1,FALSE,FALSE,FALSE,NA,NA,"オコリザル","Okorizaru","Okorizaru","Rasaff","Colossinge",NA,NA,"성원숭","Seongwonsung","Sŏngwŏnsung","Seongwonsung","火爆猴","火暴猴","Huǒbàohóu","Fóbaauhàuh","-",NA,NA,"Праймейп","Praymeyp","โอโคริซารุ","Okhorisaru","प्राइमेप","Prāimep","Primeape"
58,"Growlithe",NA,"Hisuian Form","Fire","Rock",1,FALSE,FALSE,FALSE,NA,NA,"ガーディ","Gādi","Gardie","Fukano","Caninos",NA,NA,"가디","Gadi","Kadi","Gadi","卡蒂狗","卡蒂狗","Kǎdìgǒu","Kādaigáu","護主犬 Wuhjyúhyún (HK)",NA,NA,"Гроулит","Groulit","การ์ดี","Kadi","ग्राउलिथ","Grāulith","Growlithe"
58,"Growlithe",NA,NA,"Fire",NA,1,FALSE,FALSE,FALSE,NA,NA,"ガーディ","Gādi","Gardie","Fukano","Caninos",NA,NA,"가디","Gadi","Kadi","Gadi","卡蒂狗","卡蒂狗","Kǎdìgǒu","Kādaigáu","護主犬 Wuhjyúhyún (HK)",NA,NA,"Гроулит","Groulit","การ์ดี","Kadi","ग्राउलिथ","Grāulith","Growlithe"
59,"Arcanine",NA,"Hisuian Form","Fire","Rock",1,FALSE,FALSE,FALSE,NA,NA,"ウインディ","Uindi","Windie","Arkani","Arcanin",NA,NA,"윈디","Windi","Windi","Windi","風速狗","风速狗","Fēngsùgǒu","Fūngchūkgáu","奉神犬 Fuhngsàhnhyún (HK)",NA,NA,"Арканайн","Arkanayn","วินดี","Windi","आर्केनाइन","Ārkenāin","Arcanine"
59,"Arcanine",NA,NA,"Fire",NA,1,FALSE,FALSE,FALSE,NA,NA,"ウインディ","Uindi","Windie","Arkani","Arcanin",NA,NA,"윈디","Windi","Windi","Windi","風速狗","风速狗","Fēngsùgǒu","Fūngchūkgáu","奉神犬 Fuhngsàhnhyún (HK)",NA,NA,"Арканайн","Arkanayn","วินดี","Windi","आर्केनाइन","Ārkenāin","Arcanine"
60,"Poliwag",NA,NA,"Water",NA,1,FALSE,FALSE,FALSE,NA,NA,"ニョロモ","Nyoromo","Nyoromo","Quapsel","Ptitard",NA,NA,"발챙이","Balchaengi","Palch'aengi","Balchengi","蚊香蝌蚪","蚊香蝌蚪","Wénxiāngkēdǒu","Mānhēungfōdáu","-",NA,NA,"Поливаг","Polivag","เนียวโรโมะ","Niaoromo","बैंगचिबि","Baiṅgcibi","Bangchibi"
61,"Poliwhirl",NA,NA,"Water",NA,1,FALSE,FALSE,FALSE,NA,NA,"ニョロゾ","Nyorozo","Nyorozo","Quaputzi","Têtarte",NA,NA,"슈륙챙이","Syuryukchaengi","Syuryukch'aengi","Shuryukchengi","蚊香君","蚊香君","Wénxiāngjūn","Mānhēunggwān","蚊香蛙 Wénxiāngwā (TW/CN)蚊香蛙 Mānhēungwā (HK)",NA,NA,"Поливирл","Polivirl","เนียวโรโซ","Niaoroso","बैंगचिबिग","Baiṅgcibig","Bangchibig"
62,"Poliwrath",NA,NA,"Water","Fighting",1,FALSE,FALSE,FALSE,NA,NA,"ニョロボン","Nyorobon","Nyorobon","Quappo","Tartard",NA,NA,"강챙이","Gangchaengi","Kangch'aengi","Gangchaengi","蚊香泳士","蚊香泳士","Wénxiāngyǒngshì","Mānhēungwihngsih","快泳蛙 Kuàiyǒngwā (TW/CN)大力蛙 Daaihlihkwā (HK)",NA,NA,"Поливрат","Polivrat","เนียวโรบอน","Niaorobon","बैंगचिबॉस","Baiṅgcibŏs","Bangchiboss"
63,"Abra",NA,NA,"Psychic",NA,1,FALSE,FALSE,FALSE,NA,NA,"ケーシィ","Kēshī","Casey[j]","Abra","Abra",NA,NA,"캐이시","Kaeisi","K'aeisi","Keisi","凱西","凯西","Kǎixī","Hóisāi","卡斯 Kāsī (HK)",NA,NA,"Абра","Abra","เคซี","Khesi","आबरा","Ābrā","Abra"
64,"Kadabra",NA,NA,"Psychic",NA,1,FALSE,FALSE,FALSE,NA,NA,"ユンゲラー","Yungerā","Yungerer[k]","Kadabra","Kadabra",NA,NA,"윤겔라","Yungella","Yun'gella","Yunghelar","勇基拉","勇基拉","Yǒngjīlā","Yúhnggēilāai","勇吉拉 Yǒngjílā (TW/CN)尤基納 Yàuhgēinaahp (HK)",NA,NA,"Кадабра","Kadabra","ยุนเกเรอร์","Yunkeroe","काडाबरा","Kāḍābrā","Kadabra"
65,"Alakazam",NA,NA,"Psychic",NA,1,FALSE,FALSE,FALSE,NA,NA,"フーディン","Fūdin","Foodin","Simsala","Alakazam",NA,NA,"후딘","Hudin","Hudin","Fudin","胡地","胡地","Húdì","Wùhdeih","富迪 Fudihk (HK)",NA,NA,"Алаказам","Alakazam","ฟูดิน","Fudin","आलाकज़ाम","Ālākzām","Alakazam"
66,"Machop",NA,NA,"Fighting",NA,1,FALSE,FALSE,FALSE,NA,NA,"ワンリキー","Wanrikī","Wanriky[l]","Machollo","Machoc",NA,NA,"알통몬","Altongmon","Alt'ongmon","Altongmon","腕力","腕力","Wànlì","Wúnlihk","鐵腕 Titwún (HK)",NA,NA,"Мачоп","Machop","วันริกี","Wanriki","मचॉप","Macŏp","Machop"
67,"Machoke",NA,NA,"Fighting",NA,1,FALSE,FALSE,FALSE,NA,NA,"ゴーリキー","Gōrikī","Goriky[m]","Maschock","Machopeur",NA,NA,"근육몬","Geunyungmon","Kŭnyungmon","Geunyukmon","豪力","豪力","Háolì","Hòuhlihk","大力 Daaihlihk (HK)",NA,NA,"Мачоук","Machouk","โกริกี","Koriki","मचोक","Macok","Machoke"
68,"Machamp",NA,NA,"Fighting",NA,1,FALSE,FALSE,FALSE,NA,NA,"カイリキー","Kairikī","Kairiky[n]","Machomei","Mackogneur",NA,NA,"괴력몬","Goeryeongmon","Koeryŏngmon","Goeryeokmon","怪力","怪力","Guàilì","Gwaailihk","-",NA,NA,"Мачамп","Machamp","ไคริกี","Khairiki","मचैम्प","Macaimp","Machamp"
69,"Bellsprout",NA,NA,"Grass","Poison",1,FALSE,FALSE,FALSE,NA,NA,"マダツボミ","Madatsubomi","Madatsubomi","Knofensa","Chétiflor",NA,NA,"모다피","Modapi","Modap'i","Modapi","喇叭芽","喇叭芽","Lǎbāyá","Lābā'ngàh","-",NA,NA,"Беллспраут","Bellspraut","มาดาซึโบมิ","Madasuebomi","बेलस्प्राउट","Belasprāuṭ","Bellsprout"
70,"Weepinbell",NA,NA,"Grass","Poison",1,FALSE,FALSE,FALSE,NA,NA,"ウツドン","Utsudon","Utsudon","Ultrigaria","Boustiflor",NA,NA,"우츠동","Ucheudong","Uch'ŭdong","Uchudon","口呆花","口呆花","Kǒudāihuā","Háungòihfā","-",NA,NA,"Випинбелл","Vipinbell","อุซึดง","Usuedong","वीपिनबेल","Vīpinbel","Weepinbell"
71,"Victreebel",NA,NA,"Grass","Poison",1,FALSE,FALSE,FALSE,NA,NA,"ウツボット","Utsubotto","Utsubot","Sarzenia","Empiflor",NA,NA,"우츠보트","Ucheuboteu","Uch'ŭbot'ŭ","Uchubot","大食花","大食花","Dàshíhuā","Daaihsihkfā","-",NA,NA,"Виктрибел","Viktribel","อุซึบ็อท","Usuebot","विक्ट्रीबेल","Vikṭrībel","Victreebel"
72,"Tentacool",NA,NA,"Water","Poison",1,FALSE,FALSE,FALSE,NA,NA,"メノクラゲ","Menokurage","Menokurage","Tentacha","Tentacool",NA,NA,"왕눈해","Wangnunhae","Wangnunhae","Wangnunhe","瑪瑙水母","玛瑙水母","Mǎnǎoshuǐmǔ","Máhnóuhséuimóuh","大眼水母 Daaihngáahnséuimóuh (HK)",NA,NA,"Тентакул","Tentakul","เมโนคุราเกะ","Menokhurake","टेंटाकूल","Ṭeṇṭākūl","Tentacool"
73,"Tentacruel",NA,NA,"Water","Poison",1,FALSE,FALSE,FALSE,NA,NA,"ドククラゲ","Dokukurage","Dokukurage","Tentoxa","Tentacruel",NA,NA,"독파리","Dokpari","Tokp'ari","Tokpari","毒刺水母","毒刺水母","Dúcìshuǐmǔ","Duhkchiséuimóuh","多腳水母 Dōgeukséuimóuh (HK)",NA,NA,"Тентакрул","Tentakrul","โดคุคุราเกะ","Dokhukhurake","टेंटाक्रूअल","Ṭeṇṭākrūal","Tentacruel"
74,"Geodude",NA,"Alolan Form","Rock","Electric",1,FALSE,FALSE,FALSE,NA,NA,"イシツブテ","Ishitsubute","Isitsubute[o]","Kleinstein","Racaillou",NA,NA,"꼬마돌","Kkomadol","Kkomadol","Kkomadol","小拳石","小拳石","Xiǎoquánshí","Síukyùhnsehk","-",NA,NA,"Геодуд","Geodud","อิชิซึบูเตะ","Ichisuebute","जियोडूड","Jiyoḍūḍ","Geodude"
74,"Geodude",NA,NA,"Rock","Ground",1,FALSE,FALSE,FALSE,NA,NA,"イシツブテ","Ishitsubute","Isitsubute[o]","Kleinstein","Racaillou",NA,NA,"꼬마돌","Kkomadol","Kkomadol","Kkomadol","小拳石","小拳石","Xiǎoquánshí","Síukyùhnsehk","-",NA,NA,"Геодуд","Geodud","อิชิซึบูเตะ","Ichisuebute","जियोडूड","Jiyoḍūḍ","Geodude"
75,"Graveler",NA,"Alolan Form","Rock","Electric",1,FALSE,FALSE,FALSE,NA,NA,"ゴローン","Gorōn","Golone","Georok","Gravalanch",NA,NA,"데구리","Deguri","Teguri","Deguri","隆隆石","隆隆石","Lónglóngshí","Lùhnglùhngsehk","滾動石 Gwánduhngsehk (HK)",NA,NA,"Гравелер","Graveler","โกโลน","Kolon","ग्रैवलर","Graivlar","Graveler"
75,"Graveler",NA,NA,"Rock","Ground",1,FALSE,FALSE,FALSE,NA,NA,"ゴローン","Gorōn","Golone","Georok","Gravalanch",NA,NA,"데구리","Deguri","Teguri","Deguri","隆隆石","隆隆石","Lónglóngshí","Lùhnglùhngsehk","滾動石 Gwánduhngsehk (HK)",NA,NA,"Гравелер","Graveler","โกโลน","Kolon","ग्रैवलर","Graivlar","Graveler"
76,"Golem",NA,"Alolan Form","Rock","Electric",1,FALSE,FALSE,FALSE,NA,NA,"ゴローニャ","Gorōnya","Golonya","Geowaz","Grolem",NA,NA,"딱구리","Ttakguri","Ttakkuri","Ttakguri","隆隆岩","隆隆岩","Lónglóngyán","Lùhnglùhngngàahm","滾動岩 Gwánduhngngàahm (HK)",NA,NA,"Голем","Golem","โกโลเนีย","Kolonia","गोलेम","Golem","Golem"
76,"Golem",NA,NA,"Rock","Ground",1,FALSE,FALSE,FALSE,NA,NA,"ゴローニャ","Gorōnya","Golonya","Geowaz","Grolem",NA,NA,"딱구리","Ttakguri","Ttakkuri","Ttakguri","隆隆岩","隆隆岩","Lónglóngyán","Lùhnglùhngngàahm","滾動岩 Gwánduhngngàahm (HK)",NA,NA,"Голем","Golem","โกโลเนีย","Kolonia","गोलेम","Golem","Golem"
77,"Ponyta",NA,"Galarian Form","Psychic",NA,1,FALSE,FALSE,FALSE,NA,NA,"ポニータ","Ponīta","Ponyta","Ponita","Ponyta",NA,NA,"포니타","Ponita","P'onit'a","Ponyta","小火馬","小火马","Xiǎohuǒmǎ","Síufómáh","-",NA,NA,"Понита","Ponita","โพนีตะ","Phonita","पोनीटा","Ponīṭā","Ponyta"
77,"Ponyta",NA,NA,"Fire",NA,1,FALSE,FALSE,FALSE,NA,NA,"ポニータ","Ponīta","Ponyta","Ponita","Ponyta",NA,NA,"포니타","Ponita","P'onit'a","Ponyta","小火馬","小火马","Xiǎohuǒmǎ","Síufómáh","-",NA,NA,"Понита","Ponita","โพนีตะ","Phonita","पोनीटा","Ponīṭā","Ponyta"
78,"Rapidash",NA,"Galarian Form","Psychic","Fairy",1,FALSE,FALSE,FALSE,NA,NA,"ギャロップ","Gyaroppu","Gallop","Gallopa","Galopa",NA,NA,"날쌩마","Nalssaengma","Nalssaengma","Nalssengma","烈焰馬","烈焰马","Lièyànmǎ","Lihtyihmmáh","-",NA,NA,"Рапидаш","Rapidash","แกลล็อป","Kaelalop","रैपिडैश","Raipiḍaiś","Rapidash"
78,"Rapidash",NA,NA,"Fire",NA,1,FALSE,FALSE,FALSE,NA,NA,"ギャロップ","Gyaroppu","Gallop","Gallopa","Galopa",NA,NA,"날쌩마","Nalssaengma","Nalssaengma","Nalssengma","烈焰馬","烈焰马","Lièyànmǎ","Lihtyihmmáh","-",NA,NA,"Рапидаш","Rapidash","แกลล็อป","Kaelalop","रैपिडैश","Raipiḍaiś","Rapidash"
79,"Slowpoke",NA,"Galarian Form","Psychic",NA,1,FALSE,FALSE,FALSE,NA,NA,"ヤドン","Yadon","Yadon","Flegmon","Ramoloss",NA,NA,"야돈","Yadon","Yadon","Yadon","呆呆獸","呆呆兽","Dāidāishòu","Ngòingòihsau","小呆獸 Síungòihsau (HK)",NA,NA,"Слоупок","Sloupok","ยาดง","Yadong","स्लोपोक","Slopok","Slowpoke"
79,"Slowpoke",NA,NA,"Water","Psychic",1,FALSE,FALSE,FALSE,NA,NA,"ヤドン","Yadon","Yadon","Flegmon","Ramoloss",NA,NA,"야돈","Yadon","Yadon","Yadon","呆呆獸","呆呆兽","Dāidāishòu","Ngòingòihsau","小呆獸 Síungòihsau (HK)",NA,NA,"Слоупок","Sloupok","ยาดง","Yadong","स्लोपोक","Slopok","Slowpoke"
80,"Slowbro",NA,"Galarian Form","Poison","Psychic",1,FALSE,FALSE,FALSE,NA,NA,"ヤドラン","Yadoran","Yadoran","Lahmus","Flagadoss",NA,NA,"야도란","Yadoran","Yadoran","Yadonran","呆殼獸","呆壳兽","Dāikéshòu","Ngòihhoksau","呆河馬 / 呆河马 Dāihémǎ (TW/CN)大呆獸 Daaihngòihsau (HK)",NA,NA,"Слоубро","Sloubro","ยาโดรัน","Yadoran","स्लोब्रो","Slobro","Slowbro"
80,"Slowbro",NA,NA,"Water","Psychic",1,FALSE,FALSE,FALSE,NA,NA,"ヤドラン","Yadoran","Yadoran","Lahmus","Flagadoss",NA,NA,"야도란","Yadoran","Yadoran","Yadonran","呆殼獸","呆壳兽","Dāikéshòu","Ngòihhoksau","呆河馬 / 呆河马 Dāihémǎ (TW/CN)大呆獸 Daaihngòihsau (HK)",NA,NA,"Слоубро","Sloubro","ยาโดรัน","Yadoran","स्लोब्रो","Slobro","Slowbro"
81,"Magnemite",NA,NA,"Electric","Steel",1,FALSE,FALSE,FALSE,NA,NA,"コイル","Koiru","Coil","Magnetilo","Magnéti",NA,NA,"코일","Koil","K'oil","Koil","小磁怪","小磁怪","Xiǎocíguài","Síuchìhgwaai","-",NA,NA,"Магнемайт","Magnemayt","คอยล์","Khoi","मैग्नेमाइट","Maignemāiṭ","Magnemite"
82,"Magneton",NA,NA,"Electric","Steel",1,FALSE,FALSE,FALSE,NA,NA,"レアコイル","Reakoiru","Rarecoil","Magneton","Magnéton",NA,NA,"레어코일","Reeokoil","Reŏk'oil","Rarekoil","三合一磁怪","三合一磁怪","Sānhéyīcíguài","Sāamhahpyātchìhgwaai","-",NA,NA,"Магнетон","Magneton","แรคอยล์","Raekhoi","मैग्नेटॉन","Maigneṭŏn","Magneton"
83,"Farfetch'd",NA,"Galarian Form","Fighting",NA,1,FALSE,FALSE,FALSE,NA,NA,"カモネギ","Kamonegi","Kamonegi","Porenta","Canarticho",NA,NA,"파오리","Paori","P'aori","Paori","大蔥鴨","大葱鸭","Dàcōngyā","Daaihchūng'aap","火蔥鴨 Fóchūng'aap (HK)",NA,NA,"Фарфетчд","Farfetchd","คาโมเนกิ","Khamoneki","फ़ारफ़ेच","Fārfec","Farfetch"
83,"Farfetch'd",NA,NA,"Normal","Flying",1,FALSE,FALSE,FALSE,NA,NA,"カモネギ","Kamonegi","Kamonegi","Porenta","Canarticho",NA,NA,"파오리","Paori","P'aori","Paori","大蔥鴨","大葱鸭","Dàcōngyā","Daaihchūng'aap","火蔥鴨 Fóchūng'aap (HK)",NA,NA,"Фарфетчд","Farfetchd","คาโมเนกิ","Khamoneki","फ़ारफ़ेच","Fārfec","Farfetch"
84,"Doduo",NA,NA,"Normal","Flying",1,FALSE,FALSE,FALSE,NA,NA,"ドードー","Dōdō","Dodo","Dodu","Doduo",NA,NA,"두두","Dudu","Tudu","Dudu","嘟嘟","嘟嘟","Dūdū","Dōudōu","多多 Dōdō (HK)",NA,NA,"Додуо","Doduo","โดโด","Dodo","डोडुओ","Ḍoḍuo","Doduo"
85,"Dodrio",NA,NA,"Normal","Flying",1,FALSE,FALSE,FALSE,NA,NA,"ドードリオ","Dōdorio","Dodorio","Dodri","Dodrio",NA,NA,"두트리오","Duteurio","Tut'ŭrio","Dutrio","嘟嘟利","嘟嘟利","Dūdūlì","Dōudōuleih","多多利 Dōdōleih (HK)",NA,NA,"Додрио","Dodrio","โดโดริโอ","Dodorio","डोड्रियो","Ḍoḍriyo","Dodrio"
86,"Seel",NA,NA,"Water",NA,1,FALSE,FALSE,FALSE,NA,NA,"パウワウ","Pauwau","Pawou[p]","Jurob","Otaria",NA,NA,"쥬쥬","Jyujyu","Chyujyu","Juju","小海獅","小海狮","Xiǎohǎishī","Síuhóisī","-",NA,NA,"Сил","Sil","เพาเวา","Phaowao","सीसील","Sīsīl","Seaseel"
87,"Dewgong",NA,NA,"Water","Ice",1,FALSE,FALSE,FALSE,NA,NA,"ジュゴン","Jugon","Jugon","Jugong","Lamantine",NA,NA,"쥬레곤","Jyuregon","Chyuregon","Juregon","白海獅","白海狮","Báihǎishī","Baahkhóisī","-",NA,NA,"Дьюгонг","D'yugong","จูกอน","Chukon","सीगायगर","Sīgāygar","Seagaaigar"
88,"Grimer",NA,"Alolan Form","Poison","Dark",1,FALSE,FALSE,FALSE,NA,NA,"ベトベター","Betobetā","Betbeter[q]","Sleima","Tadmorv",NA,NA,"질퍽이","Jilpeogi","Chilp'ŏgi","Jilpeogi","臭泥","臭泥","Chòuní","Chaunàih","爛泥怪 Laahnnàihgwaai (HK)",NA,NA,"Граймер","Graymer","เบโตเบตา","Betobeta","ग्राइमर","Grāimar","Grimer"
88,"Grimer",NA,NA,"Poison",NA,1,FALSE,FALSE,FALSE,NA,NA,"ベトベター","Betobetā","Betbeter[q]","Sleima","Tadmorv",NA,NA,"질퍽이","Jilpeogi","Chilp'ŏgi","Jilpeogi","臭泥","臭泥","Chòuní","Chaunàih","爛泥怪 Laahnnàihgwaai (HK)",NA,NA,"Граймер","Graymer","เบโตเบตา","Betobeta","ग्राइमर","Grāimar","Grimer"
89,"Muk",NA,"Alolan Form","Poison","Dark",1,FALSE,FALSE,FALSE,NA,NA,"ベトベトン","Betobeton","Betbeton[r]","Sleimok","Grotadmorv",NA,NA,"질뻐기","Jilppeogi","Chilppŏgi","Jilppeogi","臭臭泥","臭臭泥","Chòuchòuní","Chauchaunàih","爛泥獸 Laahnnàihsau (HK)",NA,NA,"Мак","Mak","เบโตเบตัน","Betobetan","मक","Mak","Muk"
89,"Muk",NA,NA,"Poison",NA,1,FALSE,FALSE,FALSE,NA,NA,"ベトベトン","Betobeton","Betbeton[r]","Sleimok","Grotadmorv",NA,NA,"질뻐기","Jilppeogi","Chilppŏgi","Jilppeogi","臭臭泥","臭臭泥","Chòuchòuní","Chauchaunàih","爛泥獸 Laahnnàihsau (HK)",NA,NA,"Мак","Mak","เบโตเบตัน","Betobetan","मक","Mak","Muk"
90,"Shellder",NA,NA,"Water",NA,1,FALSE,FALSE,FALSE,NA,NA,"シェルダー","Sherudā","Shellder","Muschas","Kokiyas",NA,NA,"셀러","Selleo","Sellŏ","Sellor","大舌貝","大舌贝","Dàshébèi","Daaihsitbui","貝殼怪 Buihokgwaai (HK)",NA,NA,"Шеллдер","Shellder","เชลเดอร์","Cheldoe","शेल्डर","Śelḍar","Shellder"
91,"Cloyster",NA,NA,"Water","Ice",1,FALSE,FALSE,FALSE,NA,NA,"パルシェン","Parushen","Parshen","Austos","Crustabri",NA,NA,"파르셀","Pareusel","Parŭsel","Parsell","刺甲貝","刺甲贝","Cìjiǎbèi","Chigaapbui","鐵甲貝 / 铁甲贝 Tiějiǎbèi (TW/CN)鐵甲貝 Titgaapbui (HK)",NA,NA,"Клойстер","Kloyster","พาร์เชน","Phachen","शेलोपर्ल","Śeloparl","Shellopearl"
92,"Gastly",NA,NA,"Ghost","Poison",1,FALSE,FALSE,FALSE,NA,NA,"ゴース","Gōsu","Ghos","Nebulak","Fantominus",NA,NA,"고오스","Gooseu","Koosŭ","Goohs","鬼斯","鬼斯","Guǐsī","Gwáisī","-",NA,NA,"Гастли","Gastli","โกส","Kot","गैस्टली","Gaisṭalī","Gastly"
93,"Haunter",NA,NA,"Ghost","Poison",1,FALSE,FALSE,FALSE,NA,NA,"ゴースト","Gōsuto","Ghost","Alpollo","Spectrum",NA,NA,"고우스트","Gouseuteu","Kousŭt'ŭ","Goust","鬼斯通","鬼斯通","Guǐsītōng","Gwáisītūng","-",NA,NA,"Хонтер","Khonter","โกสท์","Kot","हॉन्टर","Hŏnṭar","Haunter"
94,"Gengar",NA,NA,"Ghost","Poison",1,FALSE,FALSE,FALSE,NA,NA,"ゲンガー","Gengā","Gangar[s]","Gengar","Ectoplasma",NA,NA,"팬텀","Paenteom","P'aent'ŏm","Penteom","耿鬼","耿鬼","Gěngguǐ","Gánggwái","-",NA,NA,"Генгар","Gengar","เก็งกา","Kengka","गेंगार","Geṅgār","Gengar"
95,"Onix",NA,NA,"Rock","Ground",1,FALSE,FALSE,FALSE,NA,NA,"イワーク","Iwāku","Iwark","Onix","Onix",NA,NA,"롱스톤","Rongseuton","Rongsŭt'on","Rongston","大岩蛇","大岩蛇","Dàyánshé","Daaihngàahmsèh","-",NA,NA,"Оникс","Oniks","อิวาร์ค","Iwak","ऑनिक्स","Ŏniks","Onix"
96,"Drowzee",NA,NA,"Psychic",NA,1,FALSE,FALSE,FALSE,NA,NA,"スリープ","Surīpu","Sleepe[t]","Traumato","Soporifik",NA,NA,"슬리프","Seullipeu","Sŭllip'ŭ","Sllip","催眠貘","催眠貘","Cuīmiánmò","Chēuimìhnmohk","素利普 Sùlìpǔ (TW/CN)食夢獸 Sihkmuhngsau (HK)",NA,NA,"Драузи","Drauzi","สลีป","Slip","ड्राउज़ी","Ḍrāuzī","Drowzee"
97,"Hypno",NA,NA,"Psychic",NA,1,FALSE,FALSE,FALSE,NA,NA,"スリーパー","Surīpā","Sleeper","Hypno","Hypnomade",NA,NA,"슬리퍼","Seullipeo","Sŭllip'ŏ","Slliper","引夢貘人","引梦貘人","Yǐnmèngmòrén","Yáhnmuhngmohkyàhn","素利拍 Sùlìpāi (TW/CN)催眠獸 Chēuimìhnsau (HK)",NA,NA,"Гипно","Gipno","สลีปเปอร์","Slippoe","हिपनो","Hipno","Hypno"
98,"Krabby",NA,NA,"Water",NA,1,FALSE,FALSE,FALSE,NA,NA,"クラブ","Kurabu","Crab","Krabby","Krabby",NA,NA,"크랩","Keuraep","K'ŭraep","Kreb","大鉗蟹","大钳蟹","Dàqiánxiè","Daaihkìhmháaih","-",NA,NA,"Крабби","Krabbi","แครบ","Khaerop","क्रैबी","Kraibī","Krabby"
99,"Kingler",NA,NA,"Water",NA,1,FALSE,FALSE,FALSE,NA,NA,"キングラー","Kingurā","Kingler[u]","Kingler","Krabboss",NA,NA,"킹크랩","Kingkeuraep","K'ingk'ŭraep","Kingkreb","巨鉗蟹","巨钳蟹","Jùqiánxiè","Geuihkìhmháaih","-",NA,NA,"Кинглер","Kingler","คิงเกลอร์","Khingkaloe","किंगलर","Kiṅglar","Kingler"
100,"Voltorb",NA,"Hisuian Form","Electric","Grass",1,FALSE,FALSE,FALSE,NA,NA,"ビリリダマ","Biriridama","Biriridama","Voltobal","Voltorbe",NA,NA,"찌리리공","Jjiririgong","Tchiririgong","Zzililigong","霹靂電球","霹雳电球","Pīlìdiànqiú","Pīklīkdihnkàuh","雷電球 / 雷电球 Léidiànqiú (TW/CN)霹靂蛋 Pīklīkdáan (HK)",NA,NA,"Волторб","Voltorb","บิริริดามา","Biriridama","वोल्टॉर्ब","Volṭŏrb","Voltorb"
