"ndex","name","form","MegaOrPrimal","Mega","HP_I","HP_VI","HP_VII","HP_VIII","HP_IX","HP_II-V","Attack_I","Attack_VI","Attack_VII","Attack_VIII","Attack_IX","Attack_II-V","Defense_I","Defense_VI","Defense_VII","Defense_VIII","Defense_IX","Defense_II-V","Speed_I","Speed_VI","Speed_VII","Speed_VIII","Speed_IX","Speed_II-V","Special_I","Special_VI","Special_VII","Special_VIII","Special_IX","Special_II-V","Total_I","Total_VI","Total_VII","Total_VIII","Total_IX","Total_II-V","Average_I","Average_VI","Average_VII","Average_VIII","Average_IX","Average_II-V","SpAttack_I","SpAttack_VI","SpAttack_VII","SpAttack_VIII","SpAttack_IX","SpAttack_II-V","SpDefense_I","SpDefense_VI","SpDefense_VII","SpDefense_VIII","SpDefense_IX","SpDefense_II-V"
94,"Gengar",NA,NA,NA,60,60,60,60,60,60,65,65,65,65,65,65,60,60,60,60,60,60,110,110,110,110,110,110,130,NA,NA,NA,NA,NA,425,500,500,500,500,500,85,83.33,83.33,83.33,83.33,83.33,NA,130,130,130,130,130,NA,75,75,75,75,75
95,"Onix",NA,NA,NA,35,35,35,35,35,35,45,45,45,45,45,45,160,160,160,160,160,160,70,70,70,70,70,70,30,NA,NA,NA,NA,NA,340,385,385,385,385,385,68,64.17,64.17,64.17,64.17,64.17,NA,30,30,30,30,30,NA,45,45,45,45,45
96,"Drowzee",NA,NA,NA,60,60,60,60,60,60,48,48,48,48,48,48,45,45,45,45,45,45,42,42,42,42,42,42,90,NA,NA,NA,NA,NA,285,328,328,328,328,328,57,54.67,54.67,54.67,54.67,54.67,NA,43,43,43,43,43,NA,90,90,90,90,90
97,"Hypno",NA,NA,NA,85,85,85,85,85,85,73,73,73,73,73,73,70,70,70,70,70,70,67,67,67,67,67,67,115,NA,NA,NA,NA,NA,410,483,483,483,483,483,82,80.5,80.5,80.5,80.5,80.5,NA,73,73,73,73,73,NA,115,115,115,115,115
98,"Krabby",NA,NA,NA,30,30,30,30,30,30,105,105,105,105,105,105,90,90,90,90,90,90,50,50,50,50,50,50,25,NA,NA,NA,NA,NA,300,325,325,325,325,325,60,54.17,54.17,54.17,54.17,54.17,NA,25,25,25,25,25,NA,25,25,25,25,25
99,"Kingler",NA,NA,NA,55,55,55,55,55,55,130,130,130,130,130,130,115,115,115,115,115,115,75,75,75,75,75,75,50,NA,NA,NA,NA,NA,425,475,475,475,475,475,85,79.17,79.17,79.17,79.17,79.17,NA,50,50,50,50,50,NA,50,50,50,50,50
100,"Voltorb",NA,NA,NA,40,40,40,40,40,40,30,30,30,30,30,30,50,50,50,50,50,50,100,100,100,100,100,100,55,NA,NA,NA,NA,NA,275,330,330,330,330,330,55,55,55,55,55,55,NA,55,55,55,55,55,NA,55,55,55,55,55
101,"Electrode",NA,NA,NA,60,60,60,60,60,60,50,50,50,50,50,50,70,70,70,70,70,70,140,140,150,150,150,140,80,NA,NA,NA,NA,NA,400,480,490,490,490,480,80,80,81.67,81.67,81.67,80,NA,80,80,80,80,80,NA,80,80,80,80,80
102,"Exeggcute",NA,NA,NA,60,60,60,60,60,60,40,40,40,40,40,40,80,80,80,80,80,80,40,40,40,40,40,40,60,NA,NA,NA,NA,NA,280,325,325,325,325,325,56,54.17,54.17,54.17,54.17,54.17,NA,60,60,60,60,60,NA,45,45,45,45,45
103,"Exeggutor",NA,NA,NA,95,95,95,95,95,95,95,95,95,95,95,95,85,85,85,85,85,85,55,55,55,55,55,55,125,NA,NA,NA,NA,NA,455,520,530,530,530,520,91,86.67,88.33,88.33,88.33,86.67,NA,125,125,125,125,125,NA,65,75,75,75,65
104,"Cubone",NA,NA,NA,50,50,50,50,50,50,50,50,50,50,50,50,95,95,95,95,95,95,35,35,35,35,35,35,40,NA,NA,NA,NA,NA,270,320,320,320,320,320,54,53.33,53.33,53.33,53.33,53.33,NA,40,40,40,40,40,NA,50,50,50,50,50
105,"Marowak",NA,NA,NA,60,60,60,60,60,60,80,80,80,80,80,80,110,110,110,110,110,110,45,45,45,45,45,45,50,NA,NA,NA,NA,NA,345,425,425,425,425,425,69,70.83,70.83,70.83,70.83,70.83,NA,50,50,50,50,50,NA,80,80,80,80,80
106,"Hitmonlee",NA,NA,NA,50,50,50,50,50,50,120,120,120,120,120,120,53,53,53,53,53,53,87,87,87,87,87,87,35,NA,NA,NA,NA,NA,345,455,455,455,455,455,69,75.83,75.83,75.83,75.83,75.83,NA,35,35,35,35,35,NA,110,110,110,110,110
107,"Hitmonchan",NA,NA,NA,50,50,50,50,50,50,105,105,105,105,105,105,79,79,79,79,79,79,76,76,76,76,76,76,35,NA,NA,NA,NA,NA,345,455,455,455,455,455,69,75.83,75.83,75.83,75.83,75.83,NA,35,35,35,35,35,NA,110,110,110,110,110
108,"Lickitung",NA,NA,NA,90,90,90,90,90,90,55,55,55,55,55,55,75,75,75,75,75,75,30,30,30,30,30,30,60,NA,NA,NA,NA,NA,310,385,385,385,385,385,62,64.17,64.17,64.17,64.17,64.17,NA,60,60,60,60,60,NA,75,75,75,75,75
109,"Koffing",NA,NA,NA,40,40,40,40,40,40,65,65,65,65,65,65,95,95,95,95,95,95,35,35,35,35,35,35,60,NA,NA,NA,NA,NA,295,340,340,340,340,340,59,56.67,56.67,56.67,56.67,56.67,NA,60,60,60,60,60,NA,45,45,45,45,45
110,"Weezing",NA,NA,NA,65,65,65,65,65,65,90,90,90,90,90,90,120,120,120,120,120,120,60,60,60,60,60,60,85,NA,NA,NA,NA,NA,420,490,490,490,490,490,84,81.67,81.67,81.67,81.67,81.67,NA,85,85,85,85,85,NA,70,70,70,70,70
111,"Rhyhorn",NA,NA,NA,80,80,80,80,80,80,85,85,85,85,85,85,95,95,95,95,95,95,25,25,25,25,25,25,30,NA,NA,NA,NA,NA,315,345,345,345,345,345,63,57.5,57.5,57.5,57.5,57.5,NA,30,30,30,30,30,NA,30,30,30,30,30
112,"Rhydon",NA,NA,NA,105,105,105,105,105,105,130,130,130,130,130,130,120,120,120,120,120,120,40,40,40,40,40,40,45,NA,NA,NA,NA,NA,440,485,485,485,485,485,88,80.83,80.83,80.83,80.83,80.83,NA,45,45,45,45,45,NA,45,45,45,45,45
113,"Chansey",NA,NA,NA,250,250,250,250,250,250,5,5,5,5,5,5,5,5,5,5,5,5,50,50,50,50,50,50,105,NA,NA,NA,NA,NA,415,450,450,450,450,450,83,75,75,75,75,75,NA,35,35,35,35,35,NA,105,105,105,105,105
114,"Tangela",NA,NA,NA,65,65,65,65,65,65,55,55,55,55,55,55,115,115,115,115,115,115,60,60,60,60,60,60,100,NA,NA,NA,NA,NA,395,435,435,435,435,435,79,72.5,72.5,72.5,72.5,72.5,NA,100,100,100,100,100,NA,40,40,40,40,40
115,"Kangaskhan",NA,NA,NA,105,105,105,105,105,105,95,95,95,95,95,95,80,80,80,80,80,80,90,90,90,90,90,90,40,NA,NA,NA,NA,NA,410,490,490,490,490,490,82,81.67,81.67,81.67,81.67,81.67,NA,40,40,40,40,40,NA,80,80,80,80,80
116,"Horsea",NA,NA,NA,30,30,30,30,30,30,40,40,40,40,40,40,70,70,70,70,70,70,60,60,60,60,60,60,70,NA,NA,NA,NA,NA,270,295,295,295,295,295,54,49.17,49.17,49.17,49.17,49.17,NA,70,70,70,70,70,NA,25,25,25,25,25
117,"Seadra",NA,NA,NA,55,55,55,55,55,55,65,65,65,65,65,65,95,95,95,95,95,95,85,85,85,85,85,85,95,NA,NA,NA,NA,NA,395,440,440,440,440,440,79,73.33,73.33,73.33,73.33,73.33,NA,95,95,95,95,95,NA,45,45,45,45,45
118,"Goldeen",NA,NA,NA,45,45,45,45,45,45,67,67,67,67,67,67,60,60,60,60,60,60,63,63,63,63,63,63,50,NA,NA,NA,NA,NA,285,320,320,320,320,320,57,53.33,53.33,53.33,53.33,53.33,NA,35,35,35,35,35,NA,50,50,50,50,50
119,"Seaking",NA,NA,NA,80,80,80,80,80,80,92,92,92,92,92,92,65,65,65,65,65,65,68,68,68,68,68,68,80,NA,NA,NA,NA,NA,385,450,450,450,450,450,77,75,75,75,75,75,NA,65,65,65,65,65,NA,80,80,80,80,80
120,"Staryu",NA,NA,NA,30,30,30,30,30,30,45,45,45,45,45,45,55,55,55,55,55,55,85,85,85,85,85,85,70,NA,NA,NA,NA,NA,285,340,340,340,340,340,57,56.67,56.67,56.67,56.67,56.67,NA,70,70,70,70,70,NA,55,55,55,55,55
121,"Starmie",NA,NA,NA,60,60,60,60,60,60,75,75,75,75,75,75,85,85,85,85,85,85,115,115,115,115,115,115,100,NA,NA,NA,NA,NA,435,520,520,520,520,520,87,86.67,86.67,86.67,86.67,86.67,NA,100,100,100,100,100,NA,85,85,85,85,85
122,"Mr. Mime",NA,NA,NA,40,40,40,40,40,40,45,45,45,45,45,45,65,65,65,65,65,65,90,90,90,90,90,90,100,NA,NA,NA,NA,NA,340,460,460,460,460,460,68,76.67,76.67,76.67,76.67,76.67,NA,100,100,100,100,100,NA,120,120,120,120,120
123,"Scyther",NA,NA,NA,70,70,70,70,70,70,110,110,110,110,110,110,80,80,80,80,80,80,105,105,105,105,105,105,55,NA,NA,NA,NA,NA,420,500,500,500,500,500,84,83.33,83.33,83.33,83.33,83.33,NA,55,55,55,55,55,NA,80,80,80,80,80
124,"Jynx",NA,NA,NA,65,65,65,65,65,65,50,50,50,50,50,50,35,35,35,35,35,35,95,95,95,95,95,95,95,NA,NA,NA,NA,NA,340,455,455,455,455,455,68,75.83,75.83,75.83,75.83,75.83,NA,115,115,115,115,115,NA,95,95,95,95,95
125,"Electabuzz",NA,NA,NA,65,65,65,65,65,65,83,83,83,83,83,83,57,57,57,57,57,57,105,105,105,105,105,105,85,NA,NA,NA,NA,NA,395,490,490,490,490,490,79,81.67,81.67,81.67,81.67,81.67,NA,95,95,95,95,95,NA,85,85,85,85,85
126,"Magmar",NA,NA,NA,65,65,65,65,65,65,95,95,95,95,95,95,57,57,57,57,57,57,93,93,93,93,93,93,85,NA,NA,NA,NA,NA,395,495,495,495,495,495,79,82.5,82.5,82.5,82.5,82.5,NA,100,100,100,100,100,NA,85,85,85,85,85
127,"Pinsir",NA,NA,NA,65,65,65,65,65,65,125,125,125,125,125,125,100,100,100,100,100,100,85,85,85,85,85,85,55,NA,NA,NA,NA,NA,430,500,500,500,500,500,86,83.33,83.33,83.33,83.33,83.33,NA,55,55,55,55,55,NA,70,70,70,70,70
128,"Tauros",NA,NA,NA,75,75,75,75,75,75,100,100,100,100,100,100,95,95,95,95,95,95,110,110,110,110,110,110,70,NA,NA,NA,NA,NA,450,490,490,490,490,490,90,81.67,81.67,81.67,81.67,81.67,NA,40,40,40,40,40,NA,70,70,70,70,70
129,"Magikarp",NA,NA,NA,20,20,20,20,20,20,10,10,10,10,10,10,55,55,55,55,55,55,80,80,80,80,80,80,20,NA,NA,NA,NA,NA,185,200,200,200,200,200,37,33.33,33.33,33.33,33.33,33.33,NA,15,15,15,15,15,NA,20,20,20,20,20
130,"Gyarados",NA,NA,NA,95,95,95,95,95,95,125,125,125,125,125,125,79,79,79,79,79,79,81,81,81,81,81,81,100,NA,NA,NA,NA,NA,480,540,540,540,540,540,96,90,90,90,90,90,NA,60,60,60,60,60,NA,100,100,100,100,100
131,"Lapras",NA,NA,NA,130,130,130,130,130,130,85,85,85,85,85,85,80,80,80,80,80,80,60,60,60,60,60,60,95,NA,NA,NA,NA,NA,450,535,535,535,535,535,90,89.17,89.17,89.17,89.17,89.17,NA,85,85,85,85,85,NA,95,95,95,95,95
132,"Ditto",NA,NA,NA,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,NA,NA,NA,NA,NA,240,288,288,288,288,288,48,48,48,48,48,48,NA,48,48,48,48,48,NA,48,48,48,48,48
133,"Eevee",NA,NA,NA,55,55,55,55,55,55,55,55,55,55,55,55,50,50,50,50,50,50,55,55,55,55,55,55,65,NA,NA,NA,NA,NA,280,325,325,325,325,325,56,54.17,54.17,54.17,54.17,54.17,NA,45,45,45,45,45,NA,65,65,65,65,65
134,"Vaporeon",NA,NA,NA,130,130,130,130,130,130,65,65,65,65,65,65,60,60,60,60,60,60,65,65,65,65,65,65,110,NA,NA,NA,NA,NA,430,525,525,525,525,525,86,87.5,87.5,87.5,87.5,87.5,NA,110,110,110,110,110,NA,95,95,95,95,95
135,"Jolteon",NA,NA,NA,65,65,65,65,65,65,65,65,65,65,65,65,60,60,60,60,60,60,130,130,130,130,130,130,110,NA,NA,NA,NA,NA,430,525,525,525,525,525,86,87.5,87.5,87.5,87.5,87.5,NA,110,110,110,110,110,NA,95,95,95,95,95
136,"Flareon",NA,NA,NA,65,65,65,65,65,65,130,130,130,130,130,130,60,60,60,60,60,60,65,65,65,65,65,65,110,NA,NA,NA,NA,NA,430,525,525,525,525,525,86,87.5,87.5,87.5,87.5,87.5,NA,95,95,95,95,95,NA,110,110,110,110,110
137,"Porygon",NA,NA,NA,65,65,65,65,65,65,60,60,60,60,60,60,70,70,70,70,70,70,40,40,40,40,40,40,75,NA,NA,NA,NA,NA,310,395,395,395,395,395,62,65.83,65.83,65.83,65.83,65.83,NA,85,85,85,85,85,NA,75,75,75,75,75
138,"Omanyte",NA,NA,NA,35,35,35,35,35,35,40,40,40,40,40,40,100,100,100,100,100,100,35,35,35,35,35,35,90,NA,NA,NA,NA,NA,300,355,355,355,355,355,60,59.17,59.17,59.17,59.17,59.17,NA,90,90,90,90,90,NA,55,55,55,55,55
139,"Omastar",NA,NA,NA,70,70,70,70,70,70,60,60,60,60,60,60,125,125,125,125,125,125,55,55,55,55,55,55,115,NA,NA,NA,NA,NA,425,495,495,495,495,495,85,82.5,82.5,82.5,82.5,82.5,NA,115,115,115,115,115,NA,70,70,70,70,70
140,"Kabuto",NA,NA,NA,30,30,30,30,30,30,80,80,80,80,80,80,90,90,90,90,90,90,55,55,55,55,55,55,45,NA,NA,NA,NA,NA,300,355,355,355,355,355,60,59.17,59.17,59.17,59.17,59.17,NA,55,55,55,55,55,NA,45,45,45,45,45
141,"Kabutops",NA,NA,NA,60,60,60,60,60,60,115,115,115,115,115,115,105,105,105,105,105,105,80,80,80,80,80,80,70,NA,NA,NA,NA,NA,430,495,495,495,495,495,86,82.5,82.5,82.5,82.5,82.5,NA,65,65,65,65,65,NA,70,70,70,70,70
142,"Aerodactyl",NA,NA,NA,80,80,80,80,80,80,105,105,105,105,105,105,65,65,65,65,65,65,130,130,130,130,130,130,60,NA,NA,NA,NA,NA,440,515,515,515,515,515,88,85.83,85.83,85.83,85.83,85.83,NA,60,60,60,60,60,NA,75,75,75,75,75
143,"Snorlax",NA,NA,NA,160,160,160,160,160,160,110,110,110,110,110,110,65,65,65,65,65,65,30,30,30,30,30,30,65,NA,NA,NA,NA,NA,430,540,540,540,540,540,86,90,90,90,90,90,NA,65,65,65,65,65,NA,110,110,110,110,110
144,"Articuno",NA,NA,NA,90,90,90,90,90,90,85,85,85,85,85,85,100,100,100,100,100,100,85,85,85,85,85,85,125,NA,NA,NA,NA,NA,485,580,580,580,580,580,97,96.67,96.67,96.67,96.67,96.67,NA,95,95,95,95,95,NA,125,125,125,125,125
145,"Zapdos",NA,NA,NA,90,90,90,90,90,90,90,90,90,90,90,90,85,85,85,85,85,85,100,100,100,100,100,100,125,NA,NA,NA,NA,NA,490,580,580,580,580,580,98,96.67,96.67,96.67,96.67,96.67,NA,125,125,125,125,125,NA,90,90,90,90,90
146,"Moltres",NA,NA,NA,90,90,90,90,90,90,100,100,100,100,100,100,90,90,90,90,90,90,90,90,90,90,90,90,125,NA,NA,NA,NA,NA,495,580,580,580,580,580,99,96.67,96.67,96.67,96.67,96.67,NA,125,125,125,125,125,NA,85,85,85,85,85
147,"Dratini",NA,NA,NA,41,41,41,41,41,41,64,64,64,64,64,64,45,45,45,45,45,45,50,50,50,50,50,50,50,NA,NA,NA,NA,NA,250,300,300,300,300,300,50,50,50,50,50,50,NA,50,50,50,50,50,NA,50,50,50,50,50
148,"Dragonair",NA,NA,NA,61,61,61,61,61,61,84,84,84,84,84,84,65,65,65,65,65,65,70,70,70,70,70,70,70,NA,NA,NA,NA,NA,350,420,420,420,420,420,70,70,70,70,70,70,NA,70,70,70,70,70,NA,70,70,70,70,70
149,"Dragonite",NA,NA,NA,91,91,91,91,91,91,134,134,134,134,134,134,95,95,95,95,95,95,80,80,80,80,80,80,100,NA,NA,NA,NA,NA,500,600,600,600,600,600,100,100,100,100,100,100,NA,100,100,100,100,100,NA,100,100,100,100,100
150,"Mewtwo",NA,NA,NA,106,106,106,106,106,106,110,110,110,110,110,110,90,90,90,90,90,90,130,130,130,130,130,130,154,NA,NA,NA,NA,NA,590,680,680,680,680,680,118,113.33,113.33,113.33,113.33,113.33,NA,154,154,154,154,154,NA,90,90,90,90,90
151,"Mew",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,500,600,600,600,600,600,100,100,100,100,100,100,NA,100,100,100,100,100,NA,100,100,100,100,100
3,"Venusaur",NA,"Mega","Mega Venusaur",NA,80,80,80,80,NA,NA,100,100,100,100,NA,NA,123,123,123,123,NA,NA,80,80,80,80,NA,NA,NA,NA,NA,NA,NA,NA,625,625,625,625,NA,NA,104.17,104.17,104.17,104.17,NA,NA,122,122,122,122,NA,NA,120,120,120,120,NA
6,"Charizard",NA,"Mega","Mega Charizard X",NA,78,78,78,78,NA,NA,130,130,130,130,NA,NA,111,111,111,111,NA,NA,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,634,634,634,634,NA,NA,105.67,105.67,105.67,105.67,NA,NA,130,130,130,130,NA,NA,85,85,85,85,NA
6,"Charizard",NA,"Mega","Mega Charizard Y",NA,78,78,78,78,NA,NA,104,104,104,104,NA,NA,78,78,78,78,NA,NA,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,634,634,634,634,NA,NA,105.67,105.67,105.67,105.67,NA,NA,159,159,159,159,NA,NA,115,115,115,115,NA
9,"Blastoise",NA,"Mega","Mega Blastoise",NA,79,79,79,79,NA,NA,103,103,103,103,NA,NA,120,120,120,120,NA,NA,78,78,78,78,NA,NA,NA,NA,NA,NA,NA,NA,630,630,630,630,NA,NA,105,105,105,105,NA,NA,135,135,135,135,NA,NA,115,115,115,115,NA
15,"Beedrill",NA,"Mega","Mega Beedrill",NA,65,65,65,65,NA,NA,150,150,150,150,NA,NA,40,40,40,40,NA,NA,145,145,145,145,NA,NA,NA,NA,NA,NA,NA,NA,495,495,495,495,NA,NA,82.5,82.5,82.5,82.5,NA,NA,15,15,15,15,NA,NA,80,80,80,80,NA
18,"Pidgeot",NA,"Mega","Mega Pidgeot",NA,83,83,83,83,NA,NA,80,80,80,80,NA,NA,80,80,80,80,NA,NA,121,121,121,121,NA,NA,NA,NA,NA,NA,NA,NA,579,579,579,579,NA,NA,96.5,96.5,96.5,96.5,NA,NA,135,135,135,135,NA,NA,80,80,80,80,NA
65,"Alakazam",NA,"Mega","Mega Alakazam",NA,55,55,55,55,NA,NA,50,50,50,50,NA,NA,65,65,65,65,NA,NA,150,150,150,150,NA,NA,NA,NA,NA,NA,NA,NA,590,600,600,600,NA,NA,98.33,100,100,100,NA,NA,175,175,175,175,NA,NA,95,105,105,105,NA
80,"Slowbro",NA,"Mega","Mega Slowbro",NA,95,95,95,95,NA,NA,75,75,75,75,NA,NA,180,180,180,180,NA,NA,30,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,590,590,590,590,NA,NA,98.33,98.33,98.33,98.33,NA,NA,130,130,130,130,NA,NA,80,80,80,80,NA
94,"Gengar",NA,"Mega","Mega Gengar",NA,60,60,60,60,NA,NA,65,65,65,65,NA,NA,80,80,80,80,NA,NA,130,130,130,130,NA,NA,NA,NA,NA,NA,NA,NA,600,600,600,600,NA,NA,100,100,100,100,NA,NA,170,170,170,170,NA,NA,95,95,95,95,NA
115,"Kangaskhan",NA,"Mega","Mega Kangaskhan",NA,105,105,105,105,NA,NA,125,125,125,125,NA,NA,100,100,100,100,NA,NA,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,590,590,590,590,NA,NA,98.33,98.33,98.33,98.33,NA,NA,60,60,60,60,NA,NA,100,100,100,100,NA
127,"Pinsir",NA,"Mega","Mega Pinsir",NA,65,65,65,65,NA,NA,155,155,155,155,NA,NA,120,120,120,120,NA,NA,105,105,105,105,NA,NA,NA,NA,NA,NA,NA,NA,600,600,600,600,NA,NA,100,100,100,100,NA,NA,65,65,65,65,NA,NA,90,90,90,90,NA
130,"Gyarados",NA,"Mega","Mega Gyarados",NA,95,95,95,95,NA,NA,155,155,155,155,NA,NA,109,109,109,109,NA,NA,81,81,81,81,NA,NA,NA,NA,NA,NA,NA,NA,640,640,640,640,NA,NA,106.67,106.67,106.67,106.67,NA,NA,70,70,70,70,NA,NA,130,130,130,130,NA
142,"Aerodactyl",NA,"Mega","Mega Aerodactyl",NA,80,80,80,80,NA,NA,135,135,135,135,NA,NA,85,85,85,85,NA,NA,150,150,150,150,NA,NA,NA,NA,NA,NA,NA,NA,615,615,615,615,NA,NA,102.5,102.5,102.5,102.5,NA,NA,70,70,70,70,NA,NA,95,95,95,95,NA
150,"Mewtwo",NA,"Mega","Mega Mewtwo X",NA,106,106,106,106,NA,NA,190,190,190,190,NA,NA,100,100,100,100,NA,NA,130,130,130,130,NA,NA,NA,NA,NA,NA,NA,NA,780,780,780,780,NA,NA,130,130,130,130,NA,NA,154,154,154,154,NA,NA,100,100,100,100,NA
150,"Mewtwo",NA,"Mega","Mega Mewtwo Y",NA,106,106,106,106,NA,NA,150,150,150,150,NA,NA,70,70,70,70,NA,NA,140,140,140,140,NA,NA,NA,NA,NA,NA,NA,NA,780,780,780,780,NA,NA,130,130,130,130,NA,NA,194,194,194,194,NA,NA,120,120,120,120,NA
152,"Chikorita",NA,NA,NA,NA,45,45,45,45,45,NA,49,49,49,49,49,NA,65,65,65,65,65,NA,45,45,45,45,45,NA,NA,NA,NA,NA,NA,NA,318,318,318,318,318,NA,53,53,53,53,53,NA,49,49,49,49,49,NA,65,65,65,65,65
153,"Bayleef",NA,NA,NA,NA,60,60,60,60,60,NA,62,62,62,62,62,NA,80,80,80,80,80,NA,60,60,60,60,60,NA,NA,NA,NA,NA,NA,NA,405,405,405,405,405,NA,67.5,67.5,67.5,67.5,67.5,NA,63,63,63,63,63,NA,80,80,80,80,80
154,"Meganium",NA,NA,NA,NA,80,80,80,80,80,NA,82,82,82,82,82,NA,100,100,100,100,100,NA,80,80,80,80,80,NA,NA,NA,NA,NA,NA,NA,525,525,525,525,525,NA,87.5,87.5,87.5,87.5,87.5,NA,83,83,83,83,83,NA,100,100,100,100,100
155,"Cyndaquil",NA,NA,NA,NA,39,39,39,39,39,NA,52,52,52,52,52,NA,43,43,43,43,43,NA,65,65,65,65,65,NA,NA,NA,NA,NA,NA,NA,309,309,309,309,309,NA,51.5,51.5,51.5,51.5,51.5,NA,60,60,60,60,60,NA,50,50,50,50,50
156,"Quilava",NA,NA,NA,NA,58,58,58,58,58,NA,64,64,64,64,64,NA,58,58,58,58,58,NA,80,80,80,80,80,NA,NA,NA,NA,NA,NA,NA,405,405,405,405,405,NA,67.5,67.5,67.5,67.5,67.5,NA,80,80,80,80,80,NA,65,65,65,65,65
157,"Typhlosion",NA,NA,NA,NA,78,78,78,78,78,NA,84,84,84,84,84,NA,78,78,78,78,78,NA,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,534,534,534,534,534,NA,89,89,89,89,89,NA,109,109,109,109,109,NA,85,85,85,85,85
158,"Totodile",NA,NA,NA,NA,50,50,50,50,50,NA,65,65,65,65,65,NA,64,64,64,64,64,NA,43,43,43,43,43,NA,NA,NA,NA,NA,NA,NA,314,314,314,314,314,NA,52.33,52.33,52.33,52.33,52.33,NA,44,44,44,44,44,NA,48,48,48,48,48
159,"Croconaw",NA,NA,NA,NA,65,65,65,65,65,NA,80,80,80,80,80,NA,80,80,80,80,80,NA,58,58,58,58,58,NA,NA,NA,NA,NA,NA,NA,405,405,405,405,405,NA,67.5,67.5,67.5,67.5,67.5,NA,59,59,59,59,59,NA,63,63,63,63,63
160,"Feraligatr",NA,NA,NA,NA,85,85,85,85,85,NA,105,105,105,105,105,NA,100,100,100,100,100,NA,78,78,78,78,78,NA,NA,NA,NA,NA,NA,NA,530,530,530,530,530,NA,88.33,88.33,88.33,88.33,88.33,NA,79,79,79,79,79,NA,83,83,83,83,83
161,"Sentret",NA,NA,NA,NA,35,35,35,35,35,NA,46,46,46,46,46,NA,34,34,34,34,34,NA,20,20,20,20,20,NA,NA,NA,NA,NA,NA,NA,215,215,215,215,215,NA,35.83,35.83,35.83,35.83,35.83,NA,35,35,35,35,35,NA,45,45,45,45,45
162,"Furret",NA,NA,NA,NA,85,85,85,85,85,NA,76,76,76,76,76,NA,64,64,64,64,64,NA,90,90,90,90,90,NA,NA,NA,NA,NA,NA,NA,415,415,415,415,415,NA,69.17,69.17,69.17,69.17,69.17,NA,45,45,45,45,45,NA,55,55,55,55,55
163,"Hoothoot",NA,NA,NA,NA,60,60,60,60,60,NA,30,30,30,30,30,NA,30,30,30,30,30,NA,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,262,262,262,262,262,NA,43.67,43.67,43.67,43.67,43.67,NA,36,36,36,36,36,NA,56,56,56,56,56
164,"Noctowl",NA,NA,NA,NA,100,100,100,100,100,NA,50,50,50,50,50,NA,50,50,50,50,50,NA,70,70,70,70,70,NA,NA,NA,NA,NA,NA,NA,442,452,452,452,442,NA,73.67,75.33,75.33,75.33,73.67,NA,76,86,86,86,76,NA,96,96,96,96,96
165,"Ledyba",NA,NA,NA,NA,40,40,40,40,40,NA,20,20,20,20,20,NA,30,30,30,30,30,NA,55,55,55,55,55,NA,NA,NA,NA,NA,NA,NA,265,265,265,265,265,NA,44.17,44.17,44.17,44.17,44.17,NA,40,40,40,40,40,NA,80,80,80,80,80
166,"Ledian",NA,NA,NA,NA,55,55,55,55,55,NA,35,35,35,35,35,NA,50,50,50,50,50,NA,85,85,85,85,85,NA,NA,NA,NA,NA,NA,NA,390,390,390,390,390,NA,65,65,65,65,65,NA,55,55,55,55,55,NA,110,110,110,110,110
167,"Spinarak",NA,NA,NA,NA,40,40,40,40,40,NA,60,60,60,60,60,NA,40,40,40,40,40,NA,30,30,30,30,30,NA,NA,NA,NA,NA,NA,NA,250,250,250,250,250,NA,41.67,41.67,41.67,41.67,41.67,NA,40,40,40,40,40,NA,40,40,40,40,40
168,"Ariados",NA,NA,NA,NA,70,70,70,70,70,NA,90,90,90,90,90,NA,70,70,70,70,70,NA,40,40,40,40,40,NA,NA,NA,NA,NA,NA,NA,390,400,400,400,390,NA,65,66.67,66.67,66.67,65,NA,60,60,60,60,60,NA,60,70,70,70,60
169,"Crobat",NA,NA,NA,NA,85,85,85,85,85,NA,90,90,90,90,90,NA,80,80,80,80,80,NA,130,130,130,130,130,NA,NA,NA,NA,NA,NA,NA,535,535,535,535,535,NA,89.17,89.17,89.17,89.17,89.17,NA,70,70,70,70,70,NA,80,80,80,80,80
170,"Chinchou",NA,NA,NA,NA,75,75,75,75,75,NA,38,38,38,38,38,NA,38,38,38,38,38,NA,67,67,67,67,67,NA,NA,NA,NA,NA,NA,NA,330,330,330,330,330,NA,55,55,55,55,55,NA,56,56,56,56,56,NA,56,56,56,56,56
171,"Lanturn",NA,NA,NA,NA,125,125,125,125,125,NA,58,58,58,58,58,NA,58,58,58,58,58,NA,67,67,67,67,67,NA,NA,NA,NA,NA,NA,NA,460,460,460,460,460,NA,76.67,76.67,76.67,76.67,76.67,NA,76,76,76,76,76,NA,76,76,76,76,76
