ndex,name,form,MegaOrPrimal,Mega,HP,Attack,Defense,Speed,Special,Total,Average,Gen,SpAttack,SpDefense
180,Flaaffy,NA,NA,NA,70,55,55,45,NA,365,60.83,VI,80,60
181,Ampharos,NA,NA,NA,90,75,85,55,NA,510,85,VI,115,90
181,Ampharos,NA,Mega,Mega Ampharos,90,95,105,45,NA,610,101.67,VI,165,110
182,Bellossom,NA,NA,NA,75,80,95,50,NA,490,81.67,VI,90,100
183,Marill,NA,NA,NA,70,20,50,40,NA,250,41.67,VI,20,50
184,Azumarill,NA,NA,NA,100,50,80,50,NA,420,70,VI,60,80
185,Sudowoodo,NA,NA,NA,70,100,115,30,NA,410,68.33,VI,30,65
186,Politoed,NA,NA,NA,90,75,75,70,NA,500,83.33,VI,90,100
187,Hoppip,NA,NA,NA,35,35,40,50,NA,250,41.67,VI,35,55
188,Skiploom,NA,NA,NA,55,45,50,80,NA,340,56.67,VI,45,65
189,Jumpluff,NA,NA,NA,75,55,70,110,NA,460,76.67,VI,55,95
190,Aipom,NA,NA,NA,55,70,55,85,NA,360,60,VI,40,55
191,Sunkern,NA,NA,NA,30,30,30,30,NA,180,30,VI,30,30
192,Sunflora,NA,NA,NA,75,75,55,30,NA,425,70.83,VI,105,85
193,Yanma,NA,NA,NA,65,65,45,95,NA,390,65,VI,75,45
194,Wooper,NA,NA,NA,55,45,45,15,NA,210,35,VI,25,25
195,Quagsire,NA,NA,NA,95,85,85,35,NA,430,71.67,VI,65,65
196,Espeon,NA,NA,NA,65,65,60,110,NA,525,87.5,VI,130,95
197,Umbreon,NA,NA,NA,95,65,110,65,NA,525,87.5,VI,60,130
198,Murkrow,NA,NA,NA,60,85,42,91,NA,405,67.5,VI,85,42
199,Slowking,NA,NA,NA,95,75,80,30,NA,490,81.67,VI,100,110
200,Misdreavus,NA,NA,NA,60,60,60,85,NA,435,72.5,VI,85,85
201,Unown,NA,NA,NA,48,72,48,48,NA,336,56,VI,72,48
202,Wobbuffet,NA,NA,NA,190,33,58,33,NA,405,67.5,VI,33,58
203,Girafarig,NA,NA,NA,70,80,65,85,NA,455,75.83,VI,90,65
204,Pineco,NA,NA,NA,50,65,90,15,NA,290,48.33,VI,35,35
205,Forretress,NA,NA,NA,75,90,140,40,NA,465,77.5,VI,60,60
206,Dunsparce,NA,NA,NA,100,70,70,45,NA,415,69.17,VI,65,65
207,Gligar,NA,NA,NA,65,75,105,85,NA,430,71.67,VI,35,65
208,Steelix,NA,NA,NA,75,85,200,30,NA,510,85,VI,55,65
208,Steelix,NA,Mega,Mega Steelix,75,125,230,30,NA,610,101.67,VI,55,95
209,Snubbull,NA,NA,NA,60,80,50,30,NA,300,50,VI,40,40
210,Granbull,NA,NA,NA,90,120,75,45,NA,450,75,VI,60,60
211,Qwilfish,NA,NA,NA,65,95,75,85,NA,430,71.67,VI,55,55
212,Scizor,NA,NA,NA,70,130,100,65,NA,500,83.33,VI,55,80
212,Scizor,NA,Mega,Mega Scizor,70,150,140,75,NA,600,100,VI,65,100
213,Shuckle,NA,NA,NA,20,10,230,5,NA,505,84.17,VI,10,230
214,Heracross,NA,NA,NA,80,125,75,85,NA,500,83.33,VI,40,95
214,Heracross,NA,Mega,Mega Heracross,80,185,115,75,NA,600,100,VI,40,105
215,Sneasel,NA,NA,NA,55,95,55,115,NA,430,71.67,VI,35,75
216,Teddiursa,NA,NA,NA,60,80,50,40,NA,330,55,VI,50,50
217,Ursaring,NA,NA,NA,90,130,75,55,NA,500,83.33,VI,75,75
218,Slugma,NA,NA,NA,40,40,40,20,NA,250,41.67,VI,70,40
219,Magcargo,NA,NA,NA,50,50,120,30,NA,410,68.33,VI,80,80
220,Swinub,NA,NA,NA,50,50,40,50,NA,250,41.67,VI,30,30
221,Piloswine,NA,NA,NA,100,100,80,50,NA,450,75,VI,60,60
222,Corsola,NA,NA,NA,55,55,85,35,NA,380,63.33,VI,65,85
223,Remoraid,NA,NA,NA,35,65,35,65,NA,300,50,VI,65,35
224,Octillery,NA,NA,NA,75,105,75,45,NA,480,80,VI,105,75
225,Delibird,NA,NA,NA,45,55,45,75,NA,330,55,VI,65,45
226,Mantine,NA,NA,NA,65,40,70,70,NA,465,77.5,VI,80,140
227,Skarmory,NA,NA,NA,65,80,140,70,NA,465,77.5,VI,40,70
228,Houndour,NA,NA,NA,45,60,30,65,NA,330,55,VI,80,50
229,Houndoom,NA,NA,NA,75,90,50,95,NA,500,83.33,VI,110,80
229,Houndoom,NA,Mega,Mega Houndoom,75,90,90,115,NA,600,100,VI,140,90
230,Kingdra,NA,NA,NA,75,95,95,85,NA,540,90,VI,95,95
231,Phanpy,NA,NA,NA,90,60,60,40,NA,330,55,VI,40,40
232,Donphan,NA,NA,NA,90,120,120,50,NA,500,83.33,VI,60,60
233,Porygon2,NA,NA,NA,85,80,90,60,NA,515,85.83,VI,105,95
234,Stantler,NA,NA,NA,73,95,62,85,NA,465,77.5,VI,85,65
235,Smeargle,NA,NA,NA,55,20,35,75,NA,250,41.67,VI,20,45
236,Tyrogue,NA,NA,NA,35,35,35,35,NA,210,35,VI,35,35
237,Hitmontop,NA,NA,NA,50,95,95,70,NA,455,75.83,VI,35,110
238,Smoochum,NA,NA,NA,45,30,15,65,NA,305,50.83,VI,85,65
239,Elekid,NA,NA,NA,45,63,37,95,NA,360,60,VI,65,55
240,Magby,NA,NA,NA,45,75,37,83,NA,365,60.83,VI,70,55
241,Miltank,NA,NA,NA,95,80,105,100,NA,490,81.67,VI,40,70
242,Blissey,NA,NA,NA,255,10,10,55,NA,540,90,VI,75,135
243,Raikou,NA,NA,NA,90,85,75,115,NA,580,96.67,VI,115,100
244,Entei,NA,NA,NA,115,115,85,100,NA,580,96.67,VI,90,75
245,Suicune,NA,NA,NA,100,75,115,85,NA,580,96.67,VI,90,115
246,Larvitar,NA,NA,NA,50,64,50,41,NA,300,50,VI,45,50
247,Pupitar,NA,NA,NA,70,84,70,51,NA,410,68.33,VI,65,70
248,Tyranitar,NA,NA,NA,100,134,110,61,NA,600,100,VI,95,100
248,Tyranitar,NA,Mega,Mega Tyranitar,100,164,150,71,NA,700,116.67,VI,95,120
249,Lugia,NA,NA,NA,106,90,130,110,NA,680,113.33,VI,90,154
250,Ho-Oh,NA,NA,NA,106,130,90,90,NA,680,113.33,VI,110,154
251,Celebi,NA,NA,NA,100,100,100,100,NA,600,100,VI,100,100
252,Treecko,NA,NA,NA,40,45,35,70,NA,310,51.67,VI,65,55
253,Grovyle,NA,NA,NA,50,65,45,95,NA,405,67.5,VI,85,65
254,Sceptile,NA,NA,NA,70,85,65,120,NA,530,88.33,VI,105,85
254,Sceptile,NA,Mega,Mega Sceptile,70,110,75,145,NA,630,105,VI,145,85
255,Torchic,NA,NA,NA,45,60,40,45,NA,310,51.67,VI,70,50
256,Combusken,NA,NA,NA,60,85,60,55,NA,405,67.5,VI,85,60
257,Blaziken,NA,NA,NA,80,120,70,80,NA,530,88.33,VI,110,70
257,Blaziken,NA,Mega,Mega Blaziken,80,160,80,100,NA,630,105,VI,130,80
258,Mudkip,NA,NA,NA,50,70,50,40,NA,310,51.67,VI,50,50
259,Marshtomp,NA,NA,NA,70,85,70,50,NA,405,67.5,VI,60,70
260,Swampert,NA,NA,NA,100,110,90,60,NA,535,89.17,VI,85,90
260,Swampert,NA,Mega,Mega Swampert,100,150,110,70,NA,635,105.83,VI,95,110
261,Poochyena,NA,NA,NA,35,55,35,35,NA,220,36.67,VI,30,30
262,Mightyena,NA,NA,NA,70,90,70,70,NA,420,70,VI,60,60
263,Zigzagoon,NA,NA,NA,38,30,41,60,NA,240,40,VI,30,41
264,Linoone,NA,NA,NA,78,70,61,100,NA,420,70,VI,50,61
265,Wurmple,NA,NA,NA,45,45,35,20,NA,195,32.5,VI,20,30
266,Silcoon,NA,NA,NA,50,35,55,15,NA,205,34.17,VI,25,25
267,Beautifly,NA,NA,NA,60,70,50,65,NA,395,65.83,VI,100,50
268,Cascoon,NA,NA,NA,50,35,55,15,NA,205,34.17,VI,25,25
269,Dustox,NA,NA,NA,60,50,70,65,NA,385,64.17,VI,50,90
270,Lotad,NA,NA,NA,40,30,30,30,NA,220,36.67,VI,40,50
271,Lombre,NA,NA,NA,60,50,50,50,NA,340,56.67,VI,60,70
272,Ludicolo,NA,NA,NA,80,70,70,70,NA,480,80,VI,90,100
273,Seedot,NA,NA,NA,40,40,50,30,NA,220,36.67,VI,30,30
274,Nuzleaf,NA,NA,NA,70,70,40,60,NA,340,56.67,VI,60,40
275,Shiftry,NA,NA,NA,90,100,60,80,NA,480,80,VI,90,60
276,Taillow,NA,NA,NA,40,55,30,85,NA,270,45,VI,30,30
277,Swellow,NA,NA,NA,60,85,60,125,NA,430,71.67,VI,50,50
278,Wingull,NA,NA,NA,40,30,30,85,NA,270,45,VI,55,30
279,Pelipper,NA,NA,NA,60,50,100,65,NA,430,71.67,VI,85,70
280,Ralts,NA,NA,NA,28,25,25,40,NA,198,33,VI,45,35
281,Kirlia,NA,NA,NA,38,35,35,50,NA,278,46.33,VI,65,55
282,Gardevoir,NA,NA,NA,68,65,65,80,NA,518,86.33,VI,125,115
282,Gardevoir,NA,Mega,Mega Gardevoir,68,85,65,100,NA,618,103,VI,165,135
283,Surskit,NA,NA,NA,40,30,32,65,NA,269,44.83,VI,50,52
284,Masquerain,NA,NA,NA,70,60,62,60,NA,414,69,VI,80,82
285,Shroomish,NA,NA,NA,60,40,60,35,NA,295,49.17,VI,40,60
286,Breloom,NA,NA,NA,60,130,80,70,NA,460,76.67,VI,60,60
287,Slakoth,NA,NA,NA,60,60,60,30,NA,280,46.67,VI,35,35
288,Vigoroth,NA,NA,NA,80,80,80,90,NA,440,73.33,VI,55,55
289,Slaking,NA,NA,NA,150,160,100,100,NA,670,111.67,VI,95,65
290,Nincada,NA,NA,NA,31,45,90,40,NA,266,44.33,VI,30,30
291,Ninjask,NA,NA,NA,61,90,45,160,NA,456,76,VI,50,50
292,Shedinja,NA,NA,NA,1,90,45,40,NA,236,39.33,VI,30,30
293,Whismur,NA,NA,NA,64,51,23,28,NA,240,40,VI,51,23
294,Loudred,NA,NA,NA,84,71,43,48,NA,360,60,VI,71,43
295,Exploud,NA,NA,NA,104,91,63,68,NA,490,81.67,VI,91,73
296,Makuhita,NA,NA,NA,72,60,30,25,NA,237,39.5,VI,20,30
297,Hariyama,NA,NA,NA,144,120,60,50,NA,474,79,VI,40,60
298,Azurill,NA,NA,NA,50,20,40,20,NA,190,31.67,VI,20,40
299,Nosepass,NA,NA,NA,30,45,135,30,NA,375,62.5,VI,45,90
300,Skitty,NA,NA,NA,50,45,45,50,NA,260,43.33,VI,35,35
301,Delcatty,NA,NA,NA,70,65,65,70,NA,380,63.33,VI,55,55
302,Sableye,NA,NA,NA,50,75,75,50,NA,380,63.33,VI,65,65
302,Sableye,NA,Mega,Mega Sableye,50,85,125,20,NA,480,80,VI,85,115
303,Mawile,NA,NA,NA,50,85,85,50,NA,380,63.33,VI,55,55
303,Mawile,NA,Mega,Mega Mawile,50,105,125,50,NA,480,80,VI,55,95
304,Aron,NA,NA,NA,50,70,100,30,NA,330,55,VI,40,40
305,Lairon,NA,NA,NA,60,90,140,40,NA,430,71.67,VI,50,50
306,Aggron,NA,NA,NA,70,110,180,50,NA,530,88.33,VI,60,60
306,Aggron,NA,Mega,Mega Aggron,70,140,230,50,NA,630,105,VI,60,80
307,Meditite,NA,NA,NA,30,40,55,60,NA,280,46.67,VI,40,55
308,Medicham,NA,NA,NA,60,60,75,80,NA,410,68.33,VI,60,75
308,Medicham,NA,Mega,Mega Medicham,60,100,85,100,NA,510,85,VI,80,85
309,Electrike,NA,NA,NA,40,45,40,65,NA,295,49.17,VI,65,40
310,Manectric,NA,NA,NA,70,75,60,105,NA,475,79.17,VI,105,60
310,Manectric,NA,Mega,Mega Manectric,70,75,80,135,NA,575,95.83,VI,135,80
311,Plusle,NA,NA,NA,60,50,40,95,NA,405,67.5,VI,85,75
312,Minun,NA,NA,NA,60,40,50,95,NA,405,67.5,VI,75,85
313,Volbeat,NA,NA,NA,65,73,55,85,NA,400,66.67,VI,47,75
314,Illumise,NA,NA,NA,65,47,55,85,NA,400,66.67,VI,73,75
315,Roselia,NA,NA,NA,50,60,45,65,NA,400,66.67,VI,100,80
316,Gulpin,NA,NA,NA,70,43,53,40,NA,302,50.33,VI,43,53
317,Swalot,NA,NA,NA,100,73,83,55,NA,467,77.83,VI,73,83
318,Carvanha,NA,NA,NA,45,90,20,65,NA,305,50.83,VI,65,20
319,Sharpedo,NA,NA,NA,70,120,40,95,NA,460,76.67,VI,95,40
319,Sharpedo,NA,Mega,Mega Sharpedo,70,140,70,105,NA,560,93.33,VI,110,65
320,Wailmer,NA,NA,NA,130,70,35,60,NA,400,66.67,VI,70,35
321,Wailord,NA,NA,NA,170,90,45,60,NA,500,83.33,VI,90,45
322,Numel,NA,NA,NA,60,60,40,35,NA,305,50.83,VI,65,45
323,Camerupt,NA,NA,NA,70,100,70,40,NA,460,76.67,VI,105,75
323,Camerupt,NA,Mega,Mega Camerupt,70,120,100,20,NA,560,93.33,VI,145,105
324,Torkoal,NA,NA,NA,70,85,140,20,NA,470,78.33,VI,85,70
325,Spoink,NA,NA,NA,60,25,35,60,NA,330,55,VI,70,80
326,Grumpig,NA,NA,NA,80,45,65,80,NA,470,78.33,VI,90,110
327,Spinda,NA,NA,NA,60,60,60,60,NA,360,60,VI,60,60
328,Trapinch,NA,NA,NA,45,100,45,10,NA,290,48.33,VI,45,45
329,Vibrava,NA,NA,NA,50,70,50,70,NA,340,56.67,VI,50,50
330,Flygon,NA,NA,NA,80,100,80,100,NA,520,86.67,VI,80,80
331,Cacnea,NA,NA,NA,50,85,40,35,NA,335,55.83,VI,85,40
332,Cacturne,NA,NA,NA,70,115,60,55,NA,475,79.17,VI,115,60
333,Swablu,NA,NA,NA,45,40,60,50,NA,310,51.67,VI,40,75
334,Altaria,NA,NA,NA,75,70,90,80,NA,490,81.67,VI,70,105
334,Altaria,NA,Mega,Mega Altaria,75,110,110,80,NA,590,98.33,VI,110,105
335,Zangoose,NA,NA,NA,73,115,60,90,NA,458,76.33,VI,60,60
336,Seviper,NA,NA,NA,73,100,60,65,NA,458,76.33,VI,100,60
337,Lunatone,NA,NA,NA,70,55,65,70,NA,440,73.33,VI,95,85
338,Solrock,NA,NA,NA,70,95,85,70,NA,440,73.33,VI,55,65
339,Barboach,NA,NA,NA,50,48,43,60,NA,288,48,VI,46,41
340,Whiscash,NA,NA,NA,110,78,73,60,NA,468,78,VI,76,71
341,Corphish,NA,NA,NA,43,80,65,35,NA,308,51.33,VI,50,35
342,Crawdaunt,NA,NA,NA,63,120,85,55,NA,468,78,VI,90,55
343,Baltoy,NA,NA,NA,40,40,55,55,NA,300,50,VI,40,70
344,Claydol,NA,NA,NA,60,70,105,75,NA,500,83.33,VI,70,120
345,Lileep,NA,NA,NA,66,41,77,23,NA,355,59.17,VI,61,87
346,Cradily,NA,NA,NA,86,81,97,43,NA,495,82.5,VI,81,107
347,Anorith,NA,NA,NA,45,95,50,75,NA,355,59.17,VI,40,50
348,Armaldo,NA,NA,NA,75,125,100,45,NA,495,82.5,VI,70,80
349,Feebas,NA,NA,NA,20,15,20,80,NA,200,33.33,VI,10,55
350,Milotic,NA,NA,NA,95,60,79,81,NA,540,90,VI,100,125
351,Castform,NA,NA,NA,70,70,70,70,NA,420,70,VI,70,70
352,Kecleon,NA,NA,NA,60,90,70,40,NA,440,73.33,VI,60,120
353,Shuppet,NA,NA,NA,44,75,35,45,NA,295,49.17,VI,63,33
354,Banette,NA,NA,NA,64,115,65,65,NA,455,75.83,VI,83,63
354,Banette,NA,Mega,Mega Banette,64,165,75,75,NA,555,92.5,VI,93,83
355,Duskull,NA,NA,NA,20,40,90,25,NA,295,49.17,VI,30,90
356,Dusclops,NA,NA,NA,40,70,130,25,NA,455,75.83,VI,60,130
357,Tropius,NA,NA,NA,99,68,83,51,NA,460,76.67,VI,72,87
358,Chimecho,NA,NA,NA,65,50,70,65,NA,425,70.83,VI,95,80
359,Absol,NA,NA,NA,65,130,60,75,NA,465,77.5,VI,75,60
359,Absol,NA,Mega,Mega Absol,65,150,60,115,NA,565,94.17,VI,115,60
360,Wynaut,NA,NA,NA,95,23,48,23,NA,260,43.33,VI,23,48
361,Snorunt,NA,NA,NA,50,50,50,50,NA,300,50,VI,50,50
362,Glalie,NA,NA,NA,80,80,80,80,NA,480,80,VI,80,80
362,Glalie,NA,Mega,Mega Glalie,80,120,80,100,NA,580,96.67,VI,120,80
363,Spheal,NA,NA,NA,70,40,50,25,NA,290,48.33,VI,55,50
364,Sealeo,NA,NA,NA,90,60,70,45,NA,410,68.33,VI,75,70
365,Walrein,NA,NA,NA,110,80,90,65,NA,530,88.33,VI,95,90
366,Clamperl,NA,NA,NA,35,64,85,32,NA,345,57.5,VI,74,55
367,Huntail,NA,NA,NA,55,104,105,52,NA,485,80.83,VI,94,75
368,Gorebyss,NA,NA,NA,55,84,105,52,NA,485,80.83,VI,114,75
369,Relicanth,NA,NA,NA,100,90,130,55,NA,485,80.83,VI,45,65
370,Luvdisc,NA,NA,NA,43,30,55,97,NA,330,55,VI,40,65
371,Bagon,NA,NA,NA,45,75,60,50,NA,300,50,VI,40,30
372,Shelgon,NA,NA,NA,65,95,100,50,NA,420,70,VI,60,50
373,Salamence,NA,NA,NA,95,135,80,100,NA,600,100,VI,110,80
373,Salamence,NA,Mega,Mega Salamence,95,145,130,120,NA,700,116.67,VI,120,90
374,Beldum,NA,NA,NA,40,55,80,30,NA,300,50,VI,35,60
375,Metang,NA,NA,NA,60,75,100,50,NA,420,70,VI,55,80
376,Metagross,NA,NA,NA,80,135,130,70,NA,600,100,VI,95,90
376,Metagross,NA,Mega,Mega Metagross,80,145,150,110,NA,700,116.67,VI,105,110
377,Regirock,NA,NA,NA,80,100,200,50,NA,580,96.67,VI,50,100
378,Regice,NA,NA,NA,80,50,100,50,NA,580,96.67,VI,100,200
379,Registeel,NA,NA,NA,80,75,150,50,NA,580,96.67,VI,75,150
380,Latias,NA,NA,NA,80,80,90,110,NA,600,100,VI,110,130
380,Latias,NA,Mega,Mega Latias,80,100,120,110,NA,700,116.67,VI,140,150
381,Latios,NA,NA,NA,80,90,80,110,NA,600,100,VI,130,110
381,Latios,NA,Mega,Mega Latios,80,130,100,110,NA,700,116.67,VI,160,120
382,Kyogre,NA,NA,NA,100,100,90,90,NA,670,111.67,VI,150,140
382,Kyogre,NA,Primal,Primal Kyogre,100,150,90,90,NA,770,128.33,VI,180,160
383,Groudon,NA,NA,NA,100,150,140,90,NA,670,111.67,VI,100,90
383,Groudon,NA,Primal,Primal Groudon,100,180,160,90,NA,770,128.33,VI,150,90
384,Rayquaza,NA,NA,NA,105,150,90,95,NA,680,113.33,VI,150,90
384,Rayquaza,NA,Mega,Mega Rayquaza,105,180,100,115,NA,780,130,VI,180,100
385,Jirachi,NA,NA,NA,100,100,100,100,NA,600,100,VI,100,100
386,Deoxys,Normal Forme,NA,NA,50,150,50,150,NA,600,100,VI,150,50
386,Deoxys,Attack Forme,NA,NA,50,180,20,150,NA,600,100,VI,180,20
386,Deoxys,Defense Forme,NA,NA,50,70,160,90,NA,600,100,VI,70,160
386,Deoxys,Speed Forme,NA,NA,50,95,90,180,NA,600,100,VI,95,90
387,Turtwig,NA,NA,NA,55,68,64,31,NA,318,53,VI,45,55
388,Grotle,NA,NA,NA,75,89,85,36,NA,405,67.5,VI,55,65
389,Torterra,NA,NA,NA,95,109,105,56,NA,525,87.5,VI,75,85
390,Chimchar,NA,NA,NA,44,58,44,61,NA,309,51.5,VI,58,44
391,Monferno,NA,NA,NA,64,78,52,81,NA,405,67.5,VI,78,52
392,Infernape,NA,NA,NA,76,104,71,108,NA,534,89,VI,104,71
393,Piplup,NA,NA,NA,53,51,53,40,NA,314,52.33,VI,61,56
394,Prinplup,NA,NA,NA,64,66,68,50,NA,405,67.5,VI,81,76
395,Empoleon,NA,NA,NA,84,86,88,60,NA,530,88.33,VI,111,101
396,Starly,NA,NA,NA,40,55,30,60,NA,245,40.83,VI,30,30
397,Staravia,NA,NA,NA,55,75,50,80,NA,340,56.67,VI,40,40
398,Staraptor,NA,NA,NA,85,120,70,100,NA,485,80.83,VI,50,60
399,Bidoof,NA,NA,NA,59,45,40,31,NA,250,41.67,VI,35,40
400,Bibarel,NA,NA,NA,79,85,60,71,NA,410,68.33,VI,55,60
401,Kricketot,NA,NA,NA,37,25,41,25,NA,194,32.33,VI,25,41
402,Kricketune,NA,NA,NA,77,85,51,65,NA,384,64,VI,55,51
403,Shinx,NA,NA,NA,45,65,34,45,NA,263,43.83,VI,40,34
404,Luxio,NA,NA,NA,60,85,49,60,NA,363,60.5,VI,60,49
405,Luxray,NA,NA,NA,80,120,79,70,NA,523,87.17,VI,95,79
406,Budew,NA,NA,NA,40,30,35,55,NA,280,46.67,VI,50,70
407,Roserade,NA,NA,NA,60,70,65,90,NA,515,85.83,VI,125,105
408,Cranidos,NA,NA,NA,67,125,40,58,NA,350,58.33,VI,30,30
409,Rampardos,NA,NA,NA,97,165,60,58,NA,495,82.5,VI,65,50
410,Shieldon,NA,NA,NA,30,42,118,30,NA,350,58.33,VI,42,88
411,Bastiodon,NA,NA,NA,60,52,168,30,NA,495,82.5,VI,47,138
412,Burmy,NA,NA,NA,40,29,45,36,NA,224,37.33,VI,29,45
413,Wormadam,Plant Cloak,NA,NA,60,59,85,36,NA,424,70.67,VI,79,105
413,Wormadam,Sandy Cloak,NA,NA,60,79,105,36,NA,424,70.67,VI,59,85
413,Wormadam,Trash Cloak,NA,NA,60,69,95,36,NA,424,70.67,VI,69,95
414,Mothim,NA,NA,NA,70,94,50,66,NA,424,70.67,VI,94,50
415,Combee,NA,NA,NA,30,30,42,70,NA,244,40.67,VI,30,42
416,Vespiquen,NA,NA,NA,70,80,102,40,NA,474,79,VI,80,102
417,Pachirisu,NA,NA,NA,60,45,70,95,NA,405,67.5,VI,45,90
418,Buizel,NA,NA,NA,55,65,35,85,NA,330,55,VI,60,30
419,Floatzel,NA,NA,NA,85,105,55,115,NA,495,82.5,VI,85,50
420,Cherubi,NA,NA,NA,45,35,45,35,NA,275,45.83,VI,62,53
421,Cherrim,NA,NA,NA,70,60,70,85,NA,450,75,VI,87,78
422,Shellos,NA,NA,NA,76,48,48,34,NA,325,54.17,VI,57,62
423,Gastrodon,NA,NA,NA,111,83,68,39,NA,475,79.17,VI,92,82
424,Ambipom,NA,NA,NA,75,100,66,115,NA,482,80.33,VI,60,66
425,Drifloon,NA,NA,NA,90,50,34,70,NA,348,58,VI,60,44
426,Drifblim,NA,NA,NA,150,80,44,80,NA,498,83,VI,90,54
427,Buneary,NA,NA,NA,55,66,44,85,NA,350,58.33,VI,44,56
428,Lopunny,NA,NA,NA,65,76,84,105,NA,480,80,VI,54,96
428,Lopunny,NA,Mega,Mega Lopunny,65,136,94,135,NA,580,96.67,VI,54,96
429,Mismagius,NA,NA,NA,60,60,60,105,NA,495,82.5,VI,105,105
430,Honchkrow,NA,NA,NA,100,125,52,71,NA,505,84.17,VI,105,52
431,Glameow,NA,NA,NA,49,55,42,85,NA,310,51.67,VI,42,37
432,Purugly,NA,NA,NA,71,82,64,112,NA,452,75.33,VI,64,59
433,Chingling,NA,NA,NA,45,30,50,45,NA,285,47.5,VI,65,50
434,Stunky,NA,NA,NA,63,63,47,74,NA,329,54.83,VI,41,41
435,Skuntank,NA,NA,NA,103,93,67,84,NA,479,79.83,VI,71,61
436,Bronzor,NA,NA,NA,57,24,86,23,NA,300,50,VI,24,86
437,Bronzong,NA,NA,NA,67,89,116,33,NA,500,83.33,VI,79,116
438,Bonsly,NA,NA,NA,50,80,95,10,NA,290,48.33,VI,10,45
439,Mime Jr.,NA,NA,NA,20,25,45,60,NA,310,51.67,VI,70,90
440,Happiny,NA,NA,NA,100,5,5,30,NA,220,36.67,VI,15,65
441,Chatot,NA,NA,NA,76,65,45,91,NA,411,68.5,VI,92,42
442,Spiritomb,NA,NA,NA,50,92,108,35,NA,485,80.83,VI,92,108
443,Gible,NA,NA,NA,58,70,45,42,NA,300,50,VI,40,45
444,Gabite,NA,NA,NA,68,90,65,82,NA,410,68.33,VI,50,55
445,Garchomp,NA,NA,NA,108,130,95,102,NA,600,100,VI,80,85
445,Garchomp,NA,Mega,Mega Garchomp,108,170,115,92,NA,700,116.67,VI,120,95
446,Munchlax,NA,NA,NA,135,85,40,5,NA,390,65,VI,40,85
447,Riolu,NA,NA,NA,40,70,40,60,NA,285,47.5,VI,35,40
448,Lucario,NA,NA,NA,70,110,70,90,NA,525,87.5,VI,115,70
448,Lucario,NA,Mega,Mega Lucario,70,145,88,112,NA,625,104.17,VI,140,70
449,Hippopotas,NA,NA,NA,68,72,78,32,NA,330,55,VI,38,42
450,Hippowdon,NA,NA,NA,108,112,118,47,NA,525,87.5,VI,68,72
451,Skorupi,NA,NA,NA,40,50,90,65,NA,330,55,VI,30,55
452,Drapion,NA,NA,NA,70,90,110,95,NA,500,83.33,VI,60,75
453,Croagunk,NA,NA,NA,48,61,40,50,NA,300,50,VI,61,40
454,Toxicroak,NA,NA,NA,83,106,65,85,NA,490,81.67,VI,86,65
455,Carnivine,NA,NA,NA,74,100,72,46,NA,454,75.67,VI,90,72
456,Finneon,NA,NA,NA,49,49,56,66,NA,330,55,VI,49,61
457,Lumineon,NA,NA,NA,69,69,76,91,NA,460,76.67,VI,69,86
458,Mantyke,NA,NA,NA,45,20,50,50,NA,345,57.5,VI,60,120
459,Snover,NA,NA,NA,60,62,50,40,NA,334,55.67,VI,62,60
460,Abomasnow,NA,NA,NA,90,92,75,60,NA,494,82.33,VI,92,85
460,Abomasnow,NA,Mega,Mega Abomasnow,90,132,105,30,NA,594,99,VI,132,105
461,Weavile,NA,NA,NA,70,120,65,125,NA,510,85,VI,45,85
462,Magnezone,NA,NA,NA,70,70,115,60,NA,535,89.17,VI,130,90
463,Lickilicky,NA,NA,NA,110,85,95,50,NA,515,85.83,VI,80,95
464,Rhyperior,NA,NA,NA,115,140,130,40,NA,535,89.17,VI,55,55
465,Tangrowth,NA,NA,NA,100,100,125,50,NA,535,89.17,VI,110,50
466,Electivire,NA,NA,NA,75,123,67,95,NA,540,90,VI,95,85
467,Magmortar,NA,NA,NA,75,95,67,83,NA,540,90,VI,125,95
468,Togekiss,NA,NA,NA,85,50,95,80,NA,545,90.83,VI,120,115
469,Yanmega,NA,NA,NA,86,76,86,95,NA,515,85.83,VI,116,56
470,Leafeon,NA,NA,NA,65,110,130,95,NA,525,87.5,VI,60,65
471,Glaceon,NA,NA,NA,65,60,110,65,NA,525,87.5,VI,130,95
472,Gliscor,NA,NA,NA,75,95,125,95,NA,510,85,VI,45,75
473,Mamoswine,NA,NA,NA,110,130,80,80,NA,530,88.33,VI,70,60
474,Porygon-Z,NA,NA,NA,85,80,70,90,NA,535,89.17,VI,135,75
475,Gallade,NA,NA,NA,68,125,65,80,NA,518,86.33,VI,65,115
475,Gallade,NA,Mega,Mega Gallade,68,165,95,110,NA,618,103,VI,65,115
476,Probopass,NA,NA,NA,60,55,145,40,NA,525,87.5,VI,75,150
477,Dusknoir,NA,NA,NA,45,100,135,45,NA,525,87.5,VI,65,135
478,Froslass,NA,NA,NA,70,80,70,110,NA,480,80,VI,80,70
479,Rotom,NA,NA,NA,50,50,77,91,NA,440,73.33,VI,95,77
479,Rotom,Heat Rotom,NA,NA,50,65,107,86,NA,520,86.67,VI,105,107
479,Rotom,Wash Rotom,NA,NA,50,65,107,86,NA,520,86.67,VI,105,107
479,Rotom,Frost Rotom,NA,NA,50,65,107,86,NA,520,86.67,VI,105,107
